market_hash_name,name,variant,exterior,coleccion,rareza,float_min,float_max,currency,listing_min,listing_median,sales_median_24h,sales_median_7d,sales_median_30d,sales_median_90d,vol_24h,vol_7d,vol_30d,vol_90d,delta_24h_vs_7d_pct,delta_7d_vs_30d_pct,source,last_updated_unix
AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge,normal,Factory New,The Falchion Collection,covert,0.0,1.0,USD,374.95,386.99,,287.55,236.03,214.78,0,11,37,87,,21.827733762657296,Skinport,1757810067
G3SG1 | Scavenger (Field-Tested),G3SG1 | Scavenger,normal,Field-Tested,The Danger Zone Collection,restricted,0.0,0.65,USD,0.42,0.6,0.48,0.48,0.45,0.43,1,9,54,154,0.0,6.66666666666666,Skinport,1757810067
G3SG1 | Scavenger (Well-Worn),G3SG1 | Scavenger,normal,Well-Worn,The Danger Zone Collection,restricted,0.0,0.65,USD,0.39,1.71,,,0.3,0.3,0,0,1,1,,,Skinport,1757810067
G3SG1 | Scavenger (Battle-Scarred),G3SG1 | Scavenger,normal,Battle-Scarred,The Danger Zone Collection,restricted,0.0,0.65,USD,0.33,1.16,,,0.38,0.4,0,0,7,22,,,Skinport,1757810067
StatTrak™ G3SG1 | Scavenger (Factory New),G3SG1 | Scavenger,stattrak,Factory New,The Danger Zone Collection,restricted,0.0,0.65,USD,3.13,7.42,,,,3.21,0,0,0,12,,,Skinport,1757810067
StatTrak™ G3SG1 | Scavenger (Minimal Wear),G3SG1 | Scavenger,stattrak,Minimal Wear,The Danger Zone Collection,restricted,0.0,0.65,USD,2.32,2.32,2.01,1.79,1.57,1.61,1,2,10,44,12.290502793296074,14.012738853503182,Skinport,1757810067
StatTrak™ G3SG1 | Scavenger (Field-Tested),G3SG1 | Scavenger,stattrak,Field-Tested,The Danger Zone Collection,restricted,0.0,0.65,USD,0.87,1.57,,0.9,0.89,0.99,0,2,15,45,,1.1235955056179785,Skinport,1757810067
StatTrak™ G3SG1 | Scavenger (Well-Worn),G3SG1 | Scavenger,stattrak,Well-Worn,The Danger Zone Collection,restricted,0.0,0.65,USD,1.2,1.28,,0.47,0.47,0.87,0,1,1,3,,0.0,Skinport,1757810067
StatTrak™ G3SG1 | Scavenger (Battle-Scarred),G3SG1 | Scavenger,stattrak,Battle-Scarred,The Danger Zone Collection,restricted,0.0,0.65,USD,1.76,2.26,,,1.01,1.01,0,0,7,9,,,Skinport,1757810067
G3SG1 | Stinger (Factory New),G3SG1 | Stinger,normal,Factory New,The Glove Collection,restricted,0.0,0.7,USD,4.1,8.14,,2.42,2.32,2.32,0,3,7,19,,4.310344827586212,Skinport,1757810067
G3SG1 | Stinger (Minimal Wear),G3SG1 | Stinger,normal,Minimal Wear,The Glove Collection,restricted,0.0,0.7,USD,2.03,2.04,1.28,1.3,1.27,0.81,1,7,15,40,-1.5384615384615397,2.362204724409451,Skinport,1757810067
G3SG1 | Stinger (Field-Tested),G3SG1 | Stinger,normal,Field-Tested,The Glove Collection,restricted,0.0,0.7,USD,0.55,0.8,,0.56,0.43,0.4,0,5,30,54,,30.2325581395349,Skinport,1757810067
G3SG1 | Stinger (Well-Worn),G3SG1 | Stinger,normal,Well-Worn,The Glove Collection,restricted,0.0,0.7,USD,0.41,1.34,,,,0.33,0,0,0,3,,,Skinport,1757810067
G3SG1 | Stinger (Battle-Scarred),G3SG1 | Stinger,normal,Battle-Scarred,The Glove Collection,restricted,0.0,0.7,USD,0.33,1.29,,0.32,0.32,0.35,0,1,1,7,,0.0,Skinport,1757810067
StatTrak™ G3SG1 | Stinger (Factory New),G3SG1 | Stinger,stattrak,Factory New,The Glove Collection,restricted,0.0,0.7,USD,57.35,57.35,,3.46,3.61,3.61,0,1,4,10,,-4.15512465373961,Skinport,1757810067
StatTrak™ G3SG1 | Stinger (Minimal Wear),G3SG1 | Stinger,stattrak,Minimal Wear,The Glove Collection,restricted,0.0,0.7,USD,1.79,4.22,,1.77,1.71,1.65,0,1,4,15,,3.5087719298245648,Skinport,1757810067
StatTrak™ G3SG1 | Stinger (Field-Tested),G3SG1 | Stinger,stattrak,Field-Tested,The Glove Collection,restricted,0.0,0.7,USD,0.82,1.2,,0.77,0.82,0.82,0,2,11,18,,-6.097560975609748,Skinport,1757810067
StatTrak™ G3SG1 | Stinger (Well-Worn),G3SG1 | Stinger,stattrak,Well-Worn,The Glove Collection,restricted,0.0,0.7,USD,1.17,1.17,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ G3SG1 | Stinger (Battle-Scarred),G3SG1 | Stinger,stattrak,Battle-Scarred,The Glove Collection,restricted,0.0,0.7,USD,0.75,0.75,,,1.01,1.01,0,0,2,2,,,Skinport,1757810067
G3SG1 | The Executioner (Minimal Wear),G3SG1 | The Executioner,normal,Minimal Wear,The Revolver Case Collection,classified,0.14,0.85,USD,17.59,42.5,,11.62,11.62,17.78,0,1,1,2,,0.0,Skinport,1757810067
G3SG1 | The Executioner (Field-Tested),G3SG1 | The Executioner,normal,Field-Tested,The Revolver Case Collection,classified,0.14,0.85,USD,1.84,5.35,,1.52,1.57,1.78,0,5,21,90,,-3.184713375796181,Skinport,1757810067
G3SG1 | The Executioner (Well-Worn),G3SG1 | The Executioner,normal,Well-Worn,The Revolver Case Collection,classified,0.14,0.85,USD,1.16,5.83,,1.14,1.09,1.61,0,2,3,32,,4.587155963302736,Skinport,1757810067
G3SG1 | The Executioner (Battle-Scarred),G3SG1 | The Executioner,normal,Battle-Scarred,The Revolver Case Collection,classified,0.14,0.85,USD,1.11,3.18,,0.94,0.94,1.17,0,2,2,14,,0.0,Skinport,1757810067
StatTrak™ G3SG1 | The Executioner (Minimal Wear),G3SG1 | The Executioner,stattrak,Minimal Wear,The Revolver Case Collection,classified,0.14,0.85,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ G3SG1 | The Executioner (Field-Tested),G3SG1 | The Executioner,stattrak,Field-Tested,The Revolver Case Collection,classified,0.14,0.85,USD,5.2,12.71,,4.2,4.03,4.15,0,2,6,19,,4.21836228287841,Skinport,1757810067
StatTrak™ G3SG1 | The Executioner (Well-Worn),G3SG1 | The Executioner,stattrak,Well-Worn,The Revolver Case Collection,classified,0.14,0.85,USD,4.69,4.95,,,3.71,3.71,0,0,1,3,,,Skinport,1757810067
StatTrak™ G3SG1 | The Executioner (Battle-Scarred),G3SG1 | The Executioner,stattrak,Battle-Scarred,The Revolver Case Collection,classified,0.14,0.85,USD,3.94,4.3,,,2.98,2.98,0,0,1,3,,,Skinport,1757810067
G3SG1 | VariCamo (Factory New),G3SG1 | VariCamo,normal,Factory New,The Safehouse Collection,industrial,0.0,0.6,USD,0.26,1.34,,0.26,0.26,0.29,0,9,24,92,,0.0,Skinport,1757810067
G3SG1 | VariCamo (Minimal Wear),G3SG1 | VariCamo,normal,Minimal Wear,The Safehouse Collection,industrial,0.0,0.6,USD,0.19,0.99,,0.21,0.19,0.2,0,8,33,120,,10.52631578947368,Skinport,1757810067
G3SG1 | VariCamo (Field-Tested),G3SG1 | VariCamo,normal,Field-Tested,The Safehouse Collection,industrial,0.0,0.6,USD,0.11,0.13,,0.13,0.12,0.12,0,13,37,230,,8.333333333333341,Skinport,1757810067
G3SG1 | VariCamo (Well-Worn),G3SG1 | VariCamo,normal,Well-Worn,The Safehouse Collection,industrial,0.0,0.6,USD,0.11,0.15,,0.07,0.08,0.09,0,2,5,18,,-12.499999999999993,Skinport,1757810067
G3SG1 | VariCamo (Battle-Scarred),G3SG1 | VariCamo,normal,Battle-Scarred,The Safehouse Collection,industrial,0.0,0.6,USD,0.08,0.38,,0.08,0.08,0.08,0,7,13,30,,0.0,Skinport,1757810067
G3SG1 | Ventilator (Factory New),G3SG1 | Ventilator,normal,Factory New,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.94,2.32,,0.34,0.34,0.29,0,9,29,79,,0.0,Skinport,1757810067
G3SG1 | Ventilator (Minimal Wear),G3SG1 | Ventilator,normal,Minimal Wear,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.12,0.52,,0.12,0.13,0.13,0,2,11,64,,-7.692307692307699,Skinport,1757810067
G3SG1 | Ventilator (Field-Tested),G3SG1 | Ventilator,normal,Field-Tested,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.12,0.15,,0.13,0.13,0.12,0,2,4,85,,0.0,Skinport,1757810067
G3SG1 | Ventilator (Well-Worn),G3SG1 | Ventilator,normal,Well-Worn,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.11,0.11,,,,0.09,0,0,0,18,,,Skinport,1757810067
StatTrak™ G3SG1 | Ventilator (Factory New),G3SG1 | Ventilator,stattrak,Factory New,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,1.16,2.11,1.08,1.06,0.99,0.97,1,5,16,34,1.8867924528301903,7.070707070707077,Skinport,1757810067
StatTrak™ G3SG1 | Ventilator (Minimal Wear),G3SG1 | Ventilator,stattrak,Minimal Wear,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.32,1.41,0.55,0.43,0.39,0.34,1,3,6,15,27.906976744186057,10.25641025641025,Skinport,1757810067
StatTrak™ G3SG1 | Ventilator (Field-Tested),G3SG1 | Ventilator,stattrak,Field-Tested,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.14,0.18,,0.15,0.15,0.14,0,1,4,24,,0.0,Skinport,1757810067
StatTrak™ G3SG1 | Ventilator (Well-Worn),G3SG1 | Ventilator,stattrak,Well-Worn,#CSGO_set_gamma_2,mil-spec,0.0,0.45,USD,0.18,0.53,,,,,0,0,0,0,,,Skinport,1757810067
G3SG1 | Violet Murano (Factory New),G3SG1 | Violet Murano,normal,Factory New,The Canals Collection,mil-spec,0.0,0.5,USD,46.91,64.49,,,39.36,39.29,0,0,2,4,,,Skinport,1757810067
G3SG1 | Violet Murano (Minimal Wear),G3SG1 | Violet Murano,normal,Minimal Wear,The Canals Collection,mil-spec,0.0,0.5,USD,38.32,38.32,,,26.44,26.44,0,0,1,1,,,Skinport,1757810067
G3SG1 | Violet Murano (Field-Tested),G3SG1 | Violet Murano,normal,Field-Tested,The Canals Collection,mil-spec,0.0,0.5,USD,41.04,41.04,,,,26.05,0,0,0,1,,,Skinport,1757810067
G3SG1 | Violet Murano (Well-Worn),G3SG1 | Violet Murano,normal,Well-Worn,The Canals Collection,mil-spec,0.0,0.5,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
G3SG1 | Violet Murano (Battle-Scarred),G3SG1 | Violet Murano,normal,Battle-Scarred,The Canals Collection,mil-spec,0.0,0.5,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Acid Dart (Factory New),Galil AR | Acid Dart,normal,Factory New,The Boreal Collection,industrial,0.0,0.6,USD,0.99,4.4,0.77,0.82,0.82,1.01,3,9,33,92,-6.097560975609748,0.0,Skinport,1757810067
Galil AR | Acid Dart (Minimal Wear),Galil AR | Acid Dart,normal,Minimal Wear,The Boreal Collection,industrial,0.0,0.6,USD,0.62,1.48,0.45,0.47,0.52,0.59,2,7,31,94,-4.255319148936162,-9.615384615384624,Skinport,1757810067
Galil AR | Acid Dart (Field-Tested),Galil AR | Acid Dart,normal,Field-Tested,The Boreal Collection,industrial,0.0,0.6,USD,0.35,0.94,,0.2,0.22,0.29,0,16,44,131,,-9.090909090909086,Skinport,1757810067
Galil AR | Acid Dart (Well-Worn),Galil AR | Acid Dart,normal,Well-Worn,The Boreal Collection,industrial,0.0,0.6,USD,0.12,0.15,,,0.13,0.21,0,0,1,5,,,Skinport,1757810067
Galil AR | Acid Dart (Battle-Scarred),Galil AR | Acid Dart,normal,Battle-Scarred,The Boreal Collection,industrial,0.0,0.6,USD,,,,0.11,0.11,0.13,0,2,6,12,,0.0,Skinport,1757810067
Galil AR | Akoben (Factory New),Galil AR | Akoben,normal,Factory New,The Prisma Collection,mil-spec,0.0,0.75,USD,1.1,4.02,,0.75,0.74,0.72,0,11,21,75,,1.3513513513513526,Skinport,1757810067
Galil AR | Akoben (Minimal Wear),Galil AR | Akoben,normal,Minimal Wear,The Prisma Collection,mil-spec,0.0,0.75,USD,0.4,0.67,,0.45,0.38,0.35,0,11,46,112,,18.42105263157895,Skinport,1757810067
Galil AR | Akoben (Field-Tested),Galil AR | Akoben,normal,Field-Tested,The Prisma Collection,mil-spec,0.0,0.75,USD,0.22,0.26,0.26,0.21,0.21,0.2,2,26,66,233,23.80952380952382,0.0,Skinport,1757810067
Galil AR | Akoben (Well-Worn),Galil AR | Akoben,normal,Well-Worn,The Prisma Collection,mil-spec,0.0,0.75,USD,0.28,0.35,,0.26,0.26,0.26,0,1,2,6,,0.0,Skinport,1757810067
Galil AR | Akoben (Battle-Scarred),Galil AR | Akoben,normal,Battle-Scarred,The Prisma Collection,mil-spec,0.0,0.75,USD,0.2,0.23,,0.2,0.2,0.19,0,1,3,35,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Akoben (Factory New),Galil AR | Akoben,stattrak,Factory New,The Prisma Collection,mil-spec,0.0,0.75,USD,3.87,5.27,,1.64,1.82,2.46,0,1,5,26,,-9.890109890109898,Skinport,1757810067
StatTrak™ Galil AR | Akoben (Minimal Wear),Galil AR | Akoben,stattrak,Minimal Wear,The Prisma Collection,mil-spec,0.0,0.75,USD,1.0,1.96,,1.0,0.97,1.0,0,3,19,46,,3.092783505154642,Skinport,1757810067
StatTrak™ Galil AR | Akoben (Field-Tested),Galil AR | Akoben,stattrak,Field-Tested,The Prisma Collection,mil-spec,0.0,0.75,USD,0.38,0.45,,0.47,0.4,0.38,0,2,8,50,,17.49999999999999,Skinport,1757810067
StatTrak™ Galil AR | Akoben (Well-Worn),Galil AR | Akoben,stattrak,Well-Worn,The Prisma Collection,mil-spec,0.0,0.75,USD,0.53,0.7,,,0.54,0.55,0,0,2,3,,,Skinport,1757810067
StatTrak™ Galil AR | Akoben (Battle-Scarred),Galil AR | Akoben,stattrak,Battle-Scarred,The Prisma Collection,mil-spec,0.0,0.75,USD,0.29,0.39,,,0.23,0.3,0,0,2,7,,,Skinport,1757810067
Galil AR | Amber Fade (Factory New),Galil AR | Amber Fade,normal,Factory New,The 2021 Dust 2 Collection,mil-spec,0.0,0.4,USD,31.77,51.66,,34.57,31.56,31.55,0,2,9,28,,9.537389100126747,Skinport,1757810067
Galil AR | Amber Fade (Minimal Wear),Galil AR | Amber Fade,normal,Minimal Wear,The 2021 Dust 2 Collection,mil-spec,0.0,0.4,USD,31.66,52.33,,26.6,26.6,26.55,0,1,1,4,,0.0,Skinport,1757810067
Galil AR | Amber Fade (Field-Tested),Galil AR | Amber Fade,normal,Field-Tested,The 2021 Dust 2 Collection,mil-spec,0.0,0.4,USD,28.48,33.7,,,,19.35,0,0,0,1,,,Skinport,1757810067
Galil AR | Amber Fade (Well-Worn),Galil AR | Amber Fade,normal,Well-Worn,The 2021 Dust 2 Collection,mil-spec,0.0,0.4,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Aqua Terrace (Factory New),Galil AR | Aqua Terrace,normal,Factory New,The Rising Sun Collection,mil-spec,0.0,0.7,USD,293.18,317.86,,,,216.41,0,0,0,6,,,Skinport,1757810067
Galil AR | Aqua Terrace (Minimal Wear),Galil AR | Aqua Terrace,normal,Minimal Wear,The Rising Sun Collection,mil-spec,0.0,0.7,USD,,,,,,178.93,0,0,0,2,,,Skinport,1757810067
Galil AR | Aqua Terrace (Field-Tested),Galil AR | Aqua Terrace,normal,Field-Tested,The Rising Sun Collection,mil-spec,0.0,0.7,USD,,,,,175.91,175.91,0,0,1,1,,,Skinport,1757810067
Galil AR | Aqua Terrace (Well-Worn),Galil AR | Aqua Terrace,normal,Well-Worn,The Rising Sun Collection,mil-spec,0.0,0.7,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Aqua Terrace (Battle-Scarred),Galil AR | Aqua Terrace,normal,Battle-Scarred,The Rising Sun Collection,mil-spec,0.0,0.7,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Black Sand (Factory New),Galil AR | Black Sand,normal,Factory New,The Glove Collection,mil-spec,0.0,1.0,USD,1.51,2.91,,0.59,0.59,0.67,0,2,9,25,,0.0,Skinport,1757810067
Galil AR | Black Sand (Minimal Wear),Galil AR | Black Sand,normal,Minimal Wear,The Glove Collection,mil-spec,0.0,1.0,USD,1.25,1.27,,0.28,0.26,0.21,0,17,38,69,,7.692307692307699,Skinport,1757810067
Galil AR | Black Sand (Field-Tested),Galil AR | Black Sand,normal,Field-Tested,The Glove Collection,mil-spec,0.0,1.0,USD,0.26,0.39,,0.28,0.23,0.22,0,11,54,104,,21.739130434782613,Skinport,1757810067
Galil AR | Black Sand (Well-Worn),Galil AR | Black Sand,normal,Well-Worn,The Glove Collection,mil-spec,0.0,1.0,USD,0.16,0.23,,0.54,0.18,0.15,0,1,7,32,,200.00000000000006,Skinport,1757810067
Galil AR | Black Sand (Battle-Scarred),Galil AR | Black Sand,normal,Battle-Scarred,The Glove Collection,mil-spec,0.0,1.0,USD,0.18,0.22,,,0.18,0.15,0,0,5,26,,,Skinport,1757810067
StatTrak™ Galil AR | Black Sand (Factory New),Galil AR | Black Sand,stattrak,Factory New,The Glove Collection,mil-spec,0.0,1.0,USD,3.94,4.33,,2.85,2.96,3.31,0,1,6,16,,-3.7162162162162122,Skinport,1757810067
StatTrak™ Galil AR | Black Sand (Minimal Wear),Galil AR | Black Sand,stattrak,Minimal Wear,The Glove Collection,mil-spec,0.0,1.0,USD,0.68,1.02,,0.96,0.73,0.66,0,2,8,30,,31.506849315068493,Skinport,1757810067
StatTrak™ Galil AR | Black Sand (Field-Tested),Galil AR | Black Sand,stattrak,Field-Tested,The Glove Collection,mil-spec,0.0,1.0,USD,0.33,0.55,,,0.36,0.33,0,0,17,23,,,Skinport,1757810067
StatTrak™ Galil AR | Black Sand (Well-Worn),Galil AR | Black Sand,stattrak,Well-Worn,The Glove Collection,mil-spec,0.0,1.0,USD,0.22,0.32,,0.23,0.23,0.23,0,1,1,9,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Black Sand (Battle-Scarred),Galil AR | Black Sand,stattrak,Battle-Scarred,The Glove Collection,mil-spec,0.0,1.0,USD,0.25,0.35,,,0.53,0.23,0,0,2,7,,,Skinport,1757810067
Galil AR | Blue Titanium (Factory New),Galil AR | Blue Titanium,normal,Factory New,The eSports 2013 Winter Collection,mil-spec,0.0,0.04,USD,5.85,12.43,5.82,5.42,5.04,4.21,3,30,124,352,7.380073800738014,7.539682539682538,Skinport,1757810067
StatTrak™ Galil AR | Blue Titanium (Factory New),Galil AR | Blue Titanium,stattrak,Factory New,The eSports 2013 Winter Collection,mil-spec,0.0,0.04,USD,11.16,27.11,13.78,11.64,10.86,11.07,2,10,35,104,18.3848797250859,7.182320441988961,Skinport,1757810067
Galil AR | CAUTION! (Factory New),Galil AR | CAUTION!,normal,Factory New,The 2021 Vertigo Collection,restricted,0.0,0.55,USD,82.08,141.11,,74.63,67.14,64.5,0,4,11,21,,11.155793863568656,Skinport,1757810067
Galil AR | CAUTION! (Minimal Wear),Galil AR | CAUTION!,normal,Minimal Wear,The 2021 Vertigo Collection,restricted,0.0,0.55,USD,69.98,70.36,,47.17,46.66,47.17,0,1,3,5,,1.0930132876125271,Skinport,1757810067
Galil AR | CAUTION! (Field-Tested),Galil AR | CAUTION!,normal,Field-Tested,The 2021 Vertigo Collection,restricted,0.0,0.55,USD,55.8,55.8,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | CAUTION! (Well-Worn),Galil AR | CAUTION!,normal,Well-Worn,The 2021 Vertigo Collection,restricted,0.0,0.55,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | CAUTION! (Battle-Scarred),Galil AR | CAUTION!,normal,Battle-Scarred,The 2021 Vertigo Collection,restricted,0.0,0.55,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Cerberus (Factory New),Galil AR | Cerberus,normal,Factory New,The Cache Collection,restricted,0.0,0.9,USD,195.83,225.74,178.25,139.84,132.33,123.02,1,18,34,73,27.467105263157894,5.6752059245824755,Skinport,1757810067
Galil AR | Cerberus (Minimal Wear),Galil AR | Cerberus,normal,Minimal Wear,The Cache Collection,restricted,0.0,0.9,USD,66.73,81.09,52.91,61.29,55.89,54.57,1,12,40,107,-13.672703540544957,9.661835748792267,Skinport,1757810067
Galil AR | Cerberus (Field-Tested),Galil AR | Cerberus,normal,Field-Tested,The Cache Collection,restricted,0.0,0.9,USD,28.09,40.25,28.66,28.1,28.12,26.33,2,11,29,120,1.9928825622775754,-0.07112375533428014,Skinport,1757810067
Galil AR | Cerberus (Well-Worn),Galil AR | Cerberus,normal,Well-Worn,The Cache Collection,restricted,0.0,0.9,USD,35.18,35.18,,,23.49,20.42,0,0,3,15,,,Skinport,1757810067
Galil AR | Cerberus (Battle-Scarred),Galil AR | Cerberus,normal,Battle-Scarred,The Cache Collection,restricted,0.0,0.9,USD,29.32,29.32,,24.63,20.22,17.59,0,1,5,15,,21.810089020771514,Skinport,1757810067
Galil AR | Chatterbox (Field-Tested),Galil AR | Chatterbox,normal,Field-Tested,The Chroma Collection,covert,0.35,0.85,USD,197.89,208.89,,96.16,89.02,84.43,0,3,5,15,,8.020669512469109,Skinport,1757810067
Galil AR | Chatterbox (Well-Worn),Galil AR | Chatterbox,normal,Well-Worn,The Chroma Collection,covert,0.35,0.85,USD,25.22,44.19,25.11,23.38,20.79,19.07,7,28,85,274,7.399486740804108,12.457912457912458,Skinport,1757810067
Galil AR | Chatterbox (Battle-Scarred),Galil AR | Chatterbox,normal,Battle-Scarred,The Chroma Collection,covert,0.35,0.85,USD,13.27,33.3,12.5,12.89,12.81,12.92,2,29,110,306,-3.0256012412723083,0.6245120999219365,Skinport,1757810067
StatTrak™ Galil AR | Chatterbox (Field-Tested),Galil AR | Chatterbox,stattrak,Field-Tested,The Chroma Collection,covert,0.35,0.85,USD,474.97,1409.6,,,,382.09,0,0,0,2,,,Skinport,1757810067
StatTrak™ Galil AR | Chatterbox (Well-Worn),Galil AR | Chatterbox,stattrak,Well-Worn,The Chroma Collection,covert,0.35,0.85,USD,67.2,175.79,,75.53,76.23,73.53,0,3,7,19,,-0.9182736455463765,Skinport,1757810067
StatTrak™ Galil AR | Chatterbox (Battle-Scarred),Galil AR | Chatterbox,stattrak,Battle-Scarred,The Chroma Collection,covert,0.35,0.85,USD,43.39,84.29,,37.36,40.55,40.6,0,1,8,24,,-7.8668310727496875,Skinport,1757810067
Galil AR | Chromatic Aberration (Factory New),Galil AR | Chromatic Aberration,normal,Factory New,The Snakebite Collection,classified,0.0,1.0,USD,22.77,35.17,,22.08,18.75,12.38,0,27,88,249,,17.75999999999999,Skinport,1757810067
Galil AR | Chromatic Aberration (Minimal Wear),Galil AR | Chromatic Aberration,normal,Minimal Wear,The Snakebite Collection,classified,0.0,1.0,USD,6.11,8.2,5.32,5.88,5.86,4.93,4,62,237,760,-9.523809523809518,0.34129692832763775,Skinport,1757810067
Galil AR | Chromatic Aberration (Field-Tested),Galil AR | Chromatic Aberration,normal,Field-Tested,The Snakebite Collection,classified,0.0,1.0,USD,3.51,4.21,3.21,2.71,2.78,2.56,19,88,348,1148,18.45018450184502,-2.517985611510786,Skinport,1757810067
Galil AR | Chromatic Aberration (Well-Worn),Galil AR | Chromatic Aberration,normal,Well-Worn,The Snakebite Collection,classified,0.0,1.0,USD,2.64,2.96,2.11,2.12,2.09,1.97,2,25,88,226,-0.47169811320755806,1.4354066985646052,Skinport,1757810067
Galil AR | Chromatic Aberration (Battle-Scarred),Galil AR | Chromatic Aberration,normal,Battle-Scarred,The Snakebite Collection,classified,0.0,1.0,USD,2.08,2.5,5.46,2.12,2.05,1.97,2,11,47,118,157.54716981132074,3.4146341463414775,Skinport,1757810067
StatTrak™ Galil AR | Chromatic Aberration (Factory New),Galil AR | Chromatic Aberration,stattrak,Factory New,The Snakebite Collection,classified,0.0,1.0,USD,34.69,45.72,,30.85,31.66,31.16,0,3,13,43,,-2.558433354390394,Skinport,1757810067
StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear),Galil AR | Chromatic Aberration,stattrak,Minimal Wear,The Snakebite Collection,classified,0.0,1.0,USD,12.31,17.58,12.9,12.62,12.9,12.78,3,9,47,142,2.218700475435825,-2.1705426356589235,Skinport,1757810067
StatTrak™ Galil AR | Chromatic Aberration (Field-Tested),Galil AR | Chromatic Aberration,stattrak,Field-Tested,The Snakebite Collection,classified,0.0,1.0,USD,7.87,14.19,5.71,7.52,5.86,5.91,1,7,58,200,-24.06914893617021,28.327645051194526,Skinport,1757810067
StatTrak™ Galil AR | Chromatic Aberration (Well-Worn),Galil AR | Chromatic Aberration,stattrak,Well-Worn,The Snakebite Collection,classified,0.0,1.0,USD,6.68,10.82,,4.54,4.28,4.25,0,7,20,44,,6.074766355140182,Skinport,1757810067
StatTrak™ Galil AR | Chromatic Aberration (Battle-Scarred),Galil AR | Chromatic Aberration,stattrak,Battle-Scarred,The Snakebite Collection,classified,0.0,1.0,USD,6.74,11.15,,3.81,4.07,4.15,0,1,13,30,,-6.3882063882063935,Skinport,1757810067
Galil AR | Cold Fusion (Factory New),Galil AR | Cold Fusion,normal,Factory New,The 2018 Nuke Collection,industrial,0.0,0.83,USD,0.64,1.2,0.63,0.42,0.34,0.45,7,28,82,254,50.000000000000014,23.52941176470587,Skinport,1757810067
Galil AR | Cold Fusion (Minimal Wear),Galil AR | Cold Fusion,normal,Minimal Wear,The 2018 Nuke Collection,industrial,0.0,0.83,USD,0.07,0.45,0.12,0.08,0.08,0.09,1,31,90,275,49.999999999999986,0.0,Skinport,1757810067
Galil AR | Cold Fusion (Field-Tested),Galil AR | Cold Fusion,normal,Field-Tested,The 2018 Nuke Collection,industrial,0.0,0.83,USD,0.04,0.05,0.04,0.04,0.04,0.05,12,29,76,365,0.0,0.0,Skinport,1757810067
Galil AR | Cold Fusion (Well-Worn),Galil AR | Cold Fusion,normal,Well-Worn,The 2018 Nuke Collection,industrial,0.0,0.83,USD,0.05,0.07,0.04,0.04,0.04,0.05,1,1,3,8,0.0,0.0,Skinport,1757810067
Galil AR | Cold Fusion (Battle-Scarred),Galil AR | Cold Fusion,normal,Battle-Scarred,The 2018 Nuke Collection,industrial,0.0,0.83,USD,0.04,0.05,,0.05,0.05,0.04,0,1,17,48,,0.0,Skinport,1757810067
Galil AR | Connexion (Factory New),Galil AR | Connexion,normal,Factory New,The Fracture Collection,restricted,0.0,0.8,USD,5.27,7.99,1.77,1.9,1.71,1.57,2,27,64,197,-6.842105263157889,11.111111111111107,Skinport,1757810067
Galil AR | Connexion (Minimal Wear),Galil AR | Connexion,normal,Minimal Wear,The Fracture Collection,restricted,0.0,0.8,USD,0.64,1.11,0.66,0.62,0.61,0.62,6,59,128,354,6.451612903225811,1.6393442622950833,Skinport,1757810067
Galil AR | Connexion (Field-Tested),Galil AR | Connexion,normal,Field-Tested,The Fracture Collection,restricted,0.0,0.8,USD,0.23,0.33,0.26,0.25,0.25,0.28,8,78,175,516,4.0000000000000036,0.0,Skinport,1757810067
Galil AR | Connexion (Well-Worn),Galil AR | Connexion,normal,Well-Worn,The Fracture Collection,restricted,0.0,0.8,USD,0.28,0.41,,0.39,0.28,0.27,0,2,6,28,,39.28571428571428,Skinport,1757810067
Galil AR | Connexion (Battle-Scarred),Galil AR | Connexion,normal,Battle-Scarred,The Fracture Collection,restricted,0.0,0.8,USD,0.21,0.3,,0.21,0.21,0.23,0,1,24,94,,0.0,Skinport,1757810067
