Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Bloodsport,The Spectrum Collection,covert,0.725,,false
MP5SD | Acid Wash,The Shattered Web Collection,mil-spec,0.415,,false
MP5SD | Agent,The CS20 Collection,restricted,0.725,,false
MP5SD | Agent,The CS20 Collection,restricted,0.035,,false
MP5SD | Agent,The CS20 Collection,restricted,0.265,,false
MP5SD | Agent,The CS20 Collection,restricted,0.110,,false
MP5SD | Agent,The CS20 Collection,restricted,0.415,,false
MP5SD | Autumn Twilly,The 2021 Train Collection,restricted,0.725,,false
MP5SD | Autumn Twilly,The 2021 Train Collection,restricted,0.035,,false
MP5SD | Autumn Twilly,The 2021 Train Collection,restricted,0.265,,false
MP5SD | Autumn Twilly,The 2021 Train Collection,restricted,0.110,,false
MP5SD | Autumn Twilly,The 2021 Train Collection,restricted,0.415,,false
MP5SD | Bamboo Garden,The St. Marc Collection,consumer,0.725,,false
MP5SD | Bamboo Garden,The St. Marc Collection,consumer,0.035,,false
MP5SD | Bamboo Garden,The St. Marc Collection,consumer,0.265,,false
MP5SD | Bamboo Garden,The St. Marc Collection,consumer,0.110,,false
MP5SD | Bamboo Garden,The St. Marc Collection,consumer,0.415,,false
MP5SD | Co-Processor,The 2018 Nuke Collection,mil-spec,0.725,,false
MP5SD | Co-Processor,The 2018 Nuke Collection,mil-spec,0.035,,false
MP5SD | Co-Processor,The 2018 Nuke Collection,mil-spec,0.265,,false
MP5SD | Co-Processor,The 2018 Nuke Collection,mil-spec,0.110,,false
MP5SD | Co-Processor,The 2018 Nuke Collection,mil-spec,0.415,,false
MP5SD | Condition Zero,The Operation Broken Fang Collection,mil-spec,0.725,,false
MP5SD | Condition Zero,The Operation Broken Fang Collection,mil-spec,0.035,,false
MP5SD | Condition Zero,The Operation Broken Fang Collection,mil-spec,0.265,,false
MP5SD | Condition Zero,The Operation Broken Fang Collection,mil-spec,0.110,,false
MP5SD | Condition Zero,The Operation Broken Fang Collection,mil-spec,0.415,,false
MP5SD | Desert Strike,The Prisma 2 Collection,mil-spec,0.725,,false
MP5SD | Desert Strike,The Prisma 2 Collection,mil-spec,0.035,,false
MP5SD | Desert Strike,The Prisma 2 Collection,mil-spec,0.265,,false
MP5SD | Desert Strike,The Prisma 2 Collection,mil-spec,0.110,,false
MP5SD | Desert Strike,The Prisma 2 Collection,mil-spec,0.415,,false
MP5SD | Dirt Drop,The 2018 Inferno Collection,consumer,0.725,,false
MP5SD | Dirt Drop,The 2018 Inferno Collection,consumer,0.035,,false
MP5SD | Dirt Drop,The 2018 Inferno Collection,consumer,0.265,,false
MP5SD | Dirt Drop,The 2018 Inferno Collection,consumer,0.110,,false
MP5SD | Dirt Drop,The 2018 Inferno Collection,consumer,0.415,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.725,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.035,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.265,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.110,,false
MP5SD | Gauss,The Prisma Collection,restricted,0.415,,false
MP5SD | Gold Leaf,The Boreal Collection,mil-spec,0.725,,false
MP5SD | Gold Leaf,The Boreal Collection,mil-spec,0.035,,false
MP5SD | Gold Leaf,The Boreal Collection,mil-spec,0.265,,false
MP5SD | Gold Leaf,The Boreal Collection,mil-spec,0.110,,false
MP5SD | Gold Leaf,The Boreal Collection,mil-spec,0.415,,false
MP5SD | Kitbash,The Fracture Collection,restricted,0.725,,false
MP5SD | Kitbash,The Fracture Collection,restricted,0.035,,false
MP5SD | Kitbash,The Fracture Collection,restricted,0.265,,false
MP5SD | Kitbash,The Fracture Collection,restricted,0.110,,false
MP5SD | Kitbash,The Fracture Collection,restricted,0.415,,false
MP5SD | Lab Rats,The Blacksite Collection,restricted,0.035,,false
MP5SD | Lab Rats,The Blacksite Collection,restricted,0.265,,false
MP5SD | Lab Rats,The Blacksite Collection,restricted,0.110,,false
MP5SD | Lime Hex,The Ascent Collection,consumer,0.725,,false
MP5SD | Lime Hex,The Ascent Collection,consumer,0.035,,false
MP5SD | Lime Hex,The Ascent Collection,consumer,0.265,,false
MP5SD | Lime Hex,The Ascent Collection,consumer,0.110,,false
MP5SD | Lime Hex,The Ascent Collection,consumer,0.415,,false
MP5SD | Liquidation,The Revolution Collection,mil-spec,0.725,,false
MP5SD | Liquidation,The Revolution Collection,mil-spec,0.035,,false
MP5SD | Liquidation,The Revolution Collection,mil-spec,0.265,,false
MP5SD | Liquidation,The Revolution Collection,mil-spec,0.110,,false
MP5SD | Liquidation,The Revolution Collection,mil-spec,0.415,,false
MP5SD | Necro Jr.,The Dreams & Nightmares Collection,mil-spec,0.725,,false
MP5SD | Necro Jr.,The Dreams & Nightmares Collection,mil-spec,0.035,,false
MP5SD | Necro Jr.,The Dreams & Nightmares Collection,mil-spec,0.265,,false
MP5SD | Necro Jr.,The Dreams & Nightmares Collection,mil-spec,0.110,,false
MP5SD | Necro Jr.,The Dreams & Nightmares Collection,mil-spec,0.415,,false
MP5SD | Neon Squeezer,The Overpass 2024 Collection,industrial,0.725,,false
MP5SD | Neon Squeezer,The Overpass 2024 Collection,industrial,0.265,,false
MP5SD | Neon Squeezer,The Overpass 2024 Collection,industrial,0.415,,false
MP5SD | Nitro,The Control Collection,industrial,0.725,,false
MP5SD | Nitro,The Control Collection,industrial,0.035,,false
MP5SD | Nitro,The Control Collection,industrial,0.265,,false
MP5SD | Nitro,The Control Collection,industrial,0.110,,false
MP5SD | Nitro,The Control Collection,industrial,0.415,,false
MP5SD | Oxide Oasis,The 2021 Mirage Collection,classified,0.725,,false
MP5SD | Oxide Oasis,The 2021 Mirage Collection,classified,0.035,,false
MP5SD | Oxide Oasis,The 2021 Mirage Collection,classified,0.265,,false
MP5SD | Oxide Oasis,The 2021 Mirage Collection,classified,0.110,,false
MP5SD | Oxide Oasis,The 2021 Mirage Collection,classified,0.415,,false
MP5SD | Phosphor,The Danger Zone Collection,classified,0.725,,false
MP5SD | Phosphor,The Danger Zone Collection,classified,0.035,,false
MP5SD | Phosphor,The Danger Zone Collection,classified,0.265,,false
MP5SD | Phosphor,The Danger Zone Collection,classified,0.110,,false
MP5SD | Phosphor,The Danger Zone Collection,classified,0.415,,false
MP5SD | Savannah Halftone,The Sport & Field Collection,industrial,0.725,,false
MP5SD | Savannah Halftone,The Sport & Field Collection,industrial,0.265,,false
MP5SD | Savannah Halftone,The Sport & Field Collection,industrial,0.415,,false
MP5SD | Statics,The Gallery Collection,mil-spec,0.725,,false
MP5SD | Statics,The Gallery Collection,mil-spec,0.035,,false
MP5SD | Statics,The Gallery Collection,mil-spec,0.265,,false
MP5SD | Statics,The Gallery Collection,mil-spec,0.110,,false
MP5SD | Statics,The Gallery Collection,mil-spec,0.415,,false
MP7 | #PaintKit_sp_spray_army_Tag,The Safehouse Collection,consumer,0.725,,false
MP7 | #PaintKit_sp_spray_army_Tag,The Safehouse Collection,consumer,0.035,,false
MP7 | #PaintKit_sp_spray_army_Tag,The Safehouse Collection,consumer,0.265,,false
MP7 | #PaintKit_sp_spray_army_Tag,The Safehouse Collection,consumer,0.110,,false
MP7 | #PaintKit_sp_spray_army_Tag,The Safehouse Collection,consumer,0.415,,false
MP7 | Full Stop,The Chop Shop Collection,mil-spec,0.725,,false
MP7 | Groundwater,The Alpha Collection,consumer,0.265,,false
MP7 | Olive Plaid,The Baggage Collection,consumer,0.415,,false
MP7 | Orange Peel,The Mirage Collection,industrial,0.035,,false
MP7 | Orange Peel,The Mirage Collection,industrial,0.265,,false
MP7 | Orange Peel,The Mirage Collection,industrial,0.110,,false
MP7 | Orange Peel,The Mirage Collection,industrial,0.415,,false
MP7 | Powercore,The Horizon Collection,restricted,0.725,,false
MP7 | Powercore,The Horizon Collection,restricted,0.035,,false
MP7 | Powercore,The Horizon Collection,restricted,0.265,,false
MP7 | Powercore,The Horizon Collection,restricted,0.110,,false
MP7 | Powercore,The Horizon Collection,restricted,0.415,,false
MP7 | Prey,The 2021 Dust 2 Collection,consumer,0.725,,false
MP7 | Prey,The 2021 Dust 2 Collection,consumer,0.035,,false
MP7 | Prey,The 2021 Dust 2 Collection,consumer,0.265,,false
MP7 | Prey,The 2021 Dust 2 Collection,consumer,0.110,,false
MP7 | Prey,The 2021 Dust 2 Collection,consumer,0.415,,false
MP7 | Scorched,The Norse Collection,consumer,0.725,,false
MP7 | Scorched,The Norse Collection,consumer,0.035,,false
MP7 | Scorched,The Norse Collection,consumer,0.265,,false
MP7 | Scorched,The Norse Collection,consumer,0.110,,false
MP7 | Scorched,The Norse Collection,consumer,0.415,,false
MP7 | Short Ochre,The Radiant Collection,consumer,0.725,,false
MP7 | Short Ochre,The Radiant Collection,consumer,0.035,,false
MP7 | Short Ochre,The Radiant Collection,consumer,0.265,,false
MP7 | Short Ochre,The Radiant Collection,consumer,0.110,,false
MP7 | Short Ochre,The Radiant Collection,consumer,0.415,,false
MP7 | Teal Blossom,The St. Marc Collection,mil-spec,0.415,,false
MP9 | Dark Age,The Cobblestone Collection,mil-spec,0.265,,false
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.415,,false
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.415,,false
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.415,,false
MP9 | Sand Scale,The Glove Collection,mil-spec,0.725,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.265,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.110,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.415,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.725,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.035,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.265,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.110,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.415,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.725,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.035,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.265,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.110,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.415,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.725,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.035,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.265,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.110,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.415,,false
MP9 | Storm,The Overpass Collection,consumer,0.725,,false
MP9 | Storm,The Overpass Collection,consumer,0.035,,false
MP9 | Storm,The Overpass Collection,consumer,0.265,,false
MP9 | Storm,The Overpass Collection,consumer,0.110,,false
MP9 | Storm,The Overpass Collection,consumer,0.415,,false
MP9 | Wild Lily,The St. Marc Collection,classified,0.725,,false
MP9 | Wild Lily,The St. Marc Collection,classified,0.415,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.725,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.035,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.265,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.110,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.415,,false
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.725,,false
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.415,,false
Negev | Lionfish,The Clutch Collection,restricted,0.415,,false
Negev | Mjölnir,The Norse Collection,classified,0.725,,false
Negev | Mjölnir,The Norse Collection,classified,0.415,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.725,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.265,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.110,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.415,,false
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.415,,false
Negev | Terrain,The Phoenix Collection,mil-spec,0.725,,false
Negev | dev_texture,The Snakebite Collection,restricted,0.415,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.725,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.265,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.110,,false
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.725,,false
Nova | Forest Leaves,The Aztec Collection,consumer,0.415,,false
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.415,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.725,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.035,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.265,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.110,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.415,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.725,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.035,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.265,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.110,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.415,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.725,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.035,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.265,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.110,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.415,,false
Nova | Polar Mesh,The Train Collection,consumer,0.725,,false
Nova | Polar Mesh,The Train Collection,consumer,0.035,,false
Nova | Polar Mesh,The Train Collection,consumer,0.265,,false
Nova | Polar Mesh,The Train Collection,consumer,0.110,,false
Nova | Polar Mesh,The Train Collection,consumer,0.415,,false
Nova | Predator,The Dust 2 Collection,consumer,0.725,,false
Nova | Predator,The Dust 2 Collection,consumer,0.035,,false
Nova | Predator,The Dust 2 Collection,consumer,0.265,,false
Nova | Predator,The Dust 2 Collection,consumer,0.110,,false
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.415,,false
Nova | Toy Soldier,The Horizon Collection,restricted,0.415,,false
P2000 | Chainmail,The Cobblestone Collection,mil-spec,0.265,,false
P2000 | Dispatch,The Control Collection,mil-spec,0.415,,false
P2000 | Grassland,The Overpass Collection,industrial,0.415,,false
P2000 | Grassland Leaves,The Militia Collection,industrial,0.110,,false
P2000 | Grassland Leaves,The Militia Collection,industrial,0.415,,false
P2000 | Panther Camo,The Ancient Collection,industrial,0.725,,false
P2000 | Royal Baroque,The Ascent Collection,mil-spec,0.035,,false
P2000 | Royal Baroque,The Ascent Collection,mil-spec,0.265,,false
P2000 | Royal Baroque,The Ascent Collection,mil-spec,0.110,,false
P2000 | Royal Baroque,The Ascent Collection,mil-spec,0.415,,false
P2000 | Scorpion,The Dust Collection,restricted,0.035,,false
P2000 | Scorpion,The Dust Collection,restricted,0.110,,false
P2000 | Silver,The Office Collection,mil-spec,0.035,,false
P2000 | Silver,The Office Collection,mil-spec,0.110,,false
P2000 | Space Race,The 2021 Train Collection,restricted,0.725,,false
P2000 | Space Race,The 2021 Train Collection,restricted,0.035,,false
P2000 | Space Race,The 2021 Train Collection,restricted,0.265,,false
P2000 | Space Race,The 2021 Train Collection,restricted,0.110,,false
P2000 | Space Race,The 2021 Train Collection,restricted,0.415,,false
P2000 | Sure Grip,The Fever Collection,mil-spec,0.725,,false
P2000 | Sure Grip,The Fever Collection,mil-spec,0.035,,false
P2000 | Sure Grip,The Fever Collection,mil-spec,0.265,,false
P2000 | Sure Grip,The Fever Collection,mil-spec,0.110,,false
P2000 | Sure Grip,The Fever Collection,mil-spec,0.415,,false
P2000 | Turf,The Glove Collection,mil-spec,0.725,,false
P2000 | Turf,The Glove Collection,mil-spec,0.035,,false
P250 | Bengal Tiger,The Havoc Collection,mil-spec,0.725,,false
P250 | Crimson Kimono,The Rising Sun Collection,industrial,0.725,,false
P250 | Digital Architect,The 2021 Vertigo Collection,restricted,0.725,,false
P250 | Digital Architect,The 2021 Vertigo Collection,restricted,0.415,,false
P250 | Red Rock,The Operation Hydra Collection,restricted,0.415,,false
P250 | Ripple,The Spectrum Collection,mil-spec,0.110,,false
P250 | Ripple,The Spectrum Collection,mil-spec,0.415,,false
P250 | Sand Dune,The Dust 2 Collection,consumer,0.725,,false
P250 | Sand Dune,The Dust 2 Collection,consumer,0.035,,false
P250 | Sand Dune,The Dust 2 Collection,consumer,0.265,,false
P250 | Sand Dune,The Dust 2 Collection,consumer,0.110,,false
P250 | Sand Dune,The Dust 2 Collection,consumer,0.415,,false
P250 | Sedimentary,The Radiant Collection,industrial,0.725,,false
P250 | Sedimentary,The Radiant Collection,industrial,0.035,,false
P250 | Sedimentary,The Radiant Collection,industrial,0.265,,false
P250 | Sedimentary,The Radiant Collection,industrial,0.110,,false
P250 | Sedimentary,The Radiant Collection,industrial,0.415,,false
P250 | See Ya Later,The Spectrum 2 Collection,covert,0.725,,false
P250 | See Ya Later,The Spectrum 2 Collection,covert,0.035,,false
P250 | See Ya Later,The Spectrum 2 Collection,covert,0.265,,false
P250 | See Ya Later,The Spectrum 2 Collection,covert,0.110,,false
P250 | See Ya Later,The Spectrum 2 Collection,covert,0.415,,false
P250 | Small Game,The Sport & Field Collection,mil-spec,0.725,,false
P250 | Small Game,The Sport & Field Collection,mil-spec,0.035,,false
P250 | Small Game,The Sport & Field Collection,mil-spec,0.265,,false
P250 | Small Game,The Sport & Field Collection,mil-spec,0.110,,false
P250 | Small Game,The Sport & Field Collection,mil-spec,0.415,,false
P90 | Ancient Earth,The Ancient Collection,consumer,0.725,,false
P90 | Ash Wood,The Train Collection,industrial,0.725,,false
P90 | Astral Jörmungandr,The Norse Collection,restricted,0.110,,false
P90 | Astral Jörmungandr,The Norse Collection,restricted,0.415,,false
P90 | Attack Vector,The Graphic Design Collection,restricted,0.415,,false
P90 | Baroque Red,The Canals Collection,mil-spec,0.265,,false
P90 | Cocoa Rampage,The Operation Broken Fang Collection,mil-spec,0.725,,false
P90 | Cocoa Rampage,The Operation Broken Fang Collection,mil-spec,0.415,,false
P90 | Death Grip,The Operation Hydra Collection,restricted,0.415,,false
P90 | Desert Warfare,The Huntsman Collection,mil-spec,0.415,,false
P90 | Glacier Mesh,The Vertigo Collection,mil-spec,0.415,,false
P90 | Nostalgia,The CS20 Collection,classified,0.415,,false
P90 | Run and Hide,The Ancient Collection,classified,0.725,,false
P90 | Run and Hide,The Ancient Collection,classified,0.110,,false
P90 | Run and Hide,The Ancient Collection,classified,0.415,,false
P90 | Sand Spray,The Dust 2 Collection,consumer,0.035,,false
P90 | Sand Spray,The Dust 2 Collection,consumer,0.265,,false
P90 | Sand Spray,The Dust 2 Collection,consumer,0.110,,false
P90 | Sand Spray,The Dust 2 Collection,consumer,0.415,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.725,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.035,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.265,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.110,,false
P90 | ScaraB Rush,The Anubis Collection,restricted,0.415,,false
P90 | Schematic,The 2021 Vertigo Collection,mil-spec,0.725,,false
P90 | Schematic,The 2021 Vertigo Collection,mil-spec,0.035,,false
P90 | Schematic,The 2021 Vertigo Collection,mil-spec,0.265,,false
P90 | Schematic,The 2021 Vertigo Collection,mil-spec,0.110,,false
P90 | Schematic,The 2021 Vertigo Collection,mil-spec,0.415,,false
P90 | Shallow Grave,The Glove Collection,classified,0.415,,false
P90 | Tiger Pit,The Havoc Collection,mil-spec,0.725,,false
P90 | Tiger Pit,The Havoc Collection,mil-spec,0.110,,false
P90 | Tiger Pit,The Havoc Collection,mil-spec,0.415,,false
P90 | Verdant Growth,The 2021 Mirage Collection,industrial,0.415,,false
PP-Bizon | Cobalt Halftone,The Winter Offensive Collection,mil-spec,0.725,,false
PP-Bizon | Forest Leaves,The Militia Collection,consumer,0.415,,false
PP-Bizon | Modern Hunter,The Militia Collection,mil-spec,0.725,,false
PP-Bizon | Modern Hunter,The Militia Collection,mil-spec,0.415,,false
PP-Bizon | Night Riot,The Clutch Collection,mil-spec,0.725,,false
PP-Bizon | Night Riot,The Clutch Collection,mil-spec,0.035,,false
PP-Bizon | Night Riot,The Clutch Collection,mil-spec,0.265,,false
PP-Bizon | Night Riot,The Clutch Collection,mil-spec,0.110,,false
PP-Bizon | Night Riot,The Clutch Collection,mil-spec,0.415,,false
PP-Bizon | Osiris,The Breakout Collection,restricted,0.725,,false
PP-Bizon | Osiris,The Breakout Collection,restricted,0.035,,false
PP-Bizon | Osiris,The Breakout Collection,restricted,0.265,,false
PP-Bizon | Osiris,The Breakout Collection,restricted,0.110,,false
PP-Bizon | Osiris,The Breakout Collection,restricted,0.415,,false
PP-Bizon | Photic Zone,The Wildfire Collection,mil-spec,0.725,,false
PP-Bizon | Photic Zone,The Wildfire Collection,mil-spec,0.035,,false
PP-Bizon | Photic Zone,The Wildfire Collection,mil-spec,0.265,,false
PP-Bizon | Rust Coat,The Alpha Collection,mil-spec,0.415,,false
PP-Bizon | Sand Dashed,The Italy Collection,consumer,0.035,,false
PP-Bizon | Sand Dashed,The Italy Collection,consumer,0.265,,false
PP-Bizon | Sand Dashed,The Italy Collection,consumer,0.110,,false
PP-Bizon | Sand Dashed,The Italy Collection,consumer,0.415,,false
PP-Bizon | Seabird,The St. Marc Collection,consumer,0.725,,false
PP-Bizon | Seabird,The St. Marc Collection,consumer,0.035,,false
PP-Bizon | Seabird,The St. Marc Collection,consumer,0.415,,false
PP-Bizon | Water Sigil,The eSports 2013 Winter Collection,mil-spec,0.725,,false
PP-Bizon | Water Sigil,The eSports 2013 Winter Collection,mil-spec,0.415,,false
REVOLVER | Amber Fade,The Dust 2 Collection,classified,0.035,,false
REVOLVER | Amber Fade,The Dust 2 Collection,classified,0.265,,false
REVOLVER | Amber Fade,The Dust 2 Collection,classified,0.110,,false
REVOLVER | Amber Fade,The Dust 2 Collection,classified,0.415,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.725,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.035,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.265,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.110,,false
REVOLVER | Banana Cannon,The Revolution Collection,restricted,0.415,,false
REVOLVER | Blaze,The 2021 Train Collection,mil-spec,0.035,,false
REVOLVER | Blaze,The 2021 Train Collection,mil-spec,0.110,,false
REVOLVER | Bone Forged,The Prisma 2 Collection,mil-spec,0.725,,false
REVOLVER | Bone Forged,The Prisma 2 Collection,mil-spec,0.035,,false
REVOLVER | Bone Forged,The Prisma 2 Collection,mil-spec,0.265,,false
REVOLVER | Bone Forged,The Prisma 2 Collection,mil-spec,0.110,,false
REVOLVER | Bone Forged,The Prisma 2 Collection,mil-spec,0.415,,false
REVOLVER | Bone Mask,The Bank Collection,consumer,0.725,,false
REVOLVER | Bone Mask,The Bank Collection,consumer,0.035,,false
REVOLVER | Bone Mask,The Bank Collection,consumer,0.265,,false
REVOLVER | Bone Mask,The Bank Collection,consumer,0.110,,false
REVOLVER | Bone Mask,The Bank Collection,consumer,0.415,,false
REVOLVER | Canal Spray,The Canals Collection,consumer,0.725,,false
REVOLVER | Canal Spray,The Canals Collection,consumer,0.035,,false
REVOLVER | Canal Spray,The Canals Collection,consumer,0.265,,false
REVOLVER | Canal Spray,The Canals Collection,consumer,0.110,,false
REVOLVER | Canal Spray,The Canals Collection,consumer,0.415,,false
REVOLVER | Cobalt Grip,The Ascent Collection,consumer,0.725,,false
REVOLVER | Cobalt Grip,The Ascent Collection,consumer,0.035,,false
REVOLVER | Cobalt Grip,The Ascent Collection,consumer,0.265,,false
REVOLVER | Cobalt Grip,The Ascent Collection,consumer,0.110,,false
REVOLVER | Cobalt Grip,The Ascent Collection,consumer,0.415,,false
REVOLVER | Crazy 8,The Recoil Collection,restricted,0.725,,false
REVOLVER | Crazy 8,The Recoil Collection,restricted,0.035,,false
REVOLVER | Crazy 8,The Recoil Collection,restricted,0.265,,false
REVOLVER | Crazy 8,The Recoil Collection,restricted,0.110,,false
REVOLVER | Crazy 8,The Recoil Collection,restricted,0.415,,false
REVOLVER | Crimson Web,The Revolver Case Collection,mil-spec,0.725,,false
REVOLVER | Crimson Web,The Revolver Case Collection,mil-spec,0.035,,false
REVOLVER | Crimson Web,The Revolver Case Collection,mil-spec,0.265,,false
REVOLVER | Crimson Web,The Revolver Case Collection,mil-spec,0.110,,false
REVOLVER | Crimson Web,The Revolver Case Collection,mil-spec,0.415,,false
REVOLVER | Desert Brush,The 2021 Dust 2 Collection,consumer,0.725,,false
REVOLVER | Desert Brush,The 2021 Dust 2 Collection,consumer,0.035,,false
REVOLVER | Desert Brush,The 2021 Dust 2 Collection,consumer,0.265,,false
REVOLVER | Desert Brush,The 2021 Dust 2 Collection,consumer,0.110,,false
REVOLVER | Desert Brush,The 2021 Dust 2 Collection,consumer,0.415,,false
REVOLVER | Fade,The Revolver Case Collection,covert,0.035,,false
REVOLVER | Fade,The Revolver Case Collection,covert,0.265,,false
REVOLVER | Fade,The Revolver Case Collection,covert,0.110,,false
REVOLVER | Fade,The Revolver Case Collection,covert,0.415,,false
REVOLVER | Grip,The Clutch Collection,mil-spec,0.725,,false
REVOLVER | Grip,The Clutch Collection,mil-spec,0.035,,false
REVOLVER | Grip,The Clutch Collection,mil-spec,0.265,,false
REVOLVER | Grip,The Clutch Collection,mil-spec,0.110,,false
REVOLVER | Grip,The Clutch Collection,mil-spec,0.415,,false
REVOLVER | Inlay,The Anubis Collection,consumer,0.725,,false
REVOLVER | Inlay,The Anubis Collection,consumer,0.035,,false
REVOLVER | Inlay,The Anubis Collection,consumer,0.265,,false
REVOLVER | Inlay,The Anubis Collection,consumer,0.110,,false
REVOLVER | Inlay,The Anubis Collection,consumer,0.415,,false
REVOLVER | Junk Yard,The Snakebite Collection,mil-spec,0.725,,false
REVOLVER | Junk Yard,The Snakebite Collection,mil-spec,0.035,,false
REVOLVER | Junk Yard,The Snakebite Collection,mil-spec,0.265,,false
REVOLVER | Junk Yard,The Snakebite Collection,mil-spec,0.110,,false
REVOLVER | Junk Yard,The Snakebite Collection,mil-spec,0.415,,false
REVOLVER | Leafhopper,The Boreal Collection,industrial,0.725,,false
REVOLVER | Leafhopper,The Boreal Collection,industrial,0.035,,false
REVOLVER | Leafhopper,The Boreal Collection,industrial,0.265,,false
REVOLVER | Leafhopper,The Boreal Collection,industrial,0.110,,false
REVOLVER | Leafhopper,The Boreal Collection,industrial,0.415,,false
REVOLVER | Llama Cannon,The Spectrum 2 Collection,classified,0.725,,false
REVOLVER | Llama Cannon,The Spectrum 2 Collection,classified,0.035,,false
REVOLVER | Llama Cannon,The Spectrum 2 Collection,classified,0.265,,false
REVOLVER | Llama Cannon,The Spectrum 2 Collection,classified,0.110,,false
REVOLVER | Llama Cannon,The Spectrum 2 Collection,classified,0.415,,false
REVOLVER | Memento,The Shattered Web Collection,mil-spec,0.725,,false
REVOLVER | Memento,The Shattered Web Collection,mil-spec,0.035,,false
REVOLVER | Memento,The Shattered Web Collection,mil-spec,0.265,,false
REVOLVER | Memento,The Shattered Web Collection,mil-spec,0.110,,false
REVOLVER | Memento,The Shattered Web Collection,mil-spec,0.415,,false
REVOLVER | Night,The Ancient Collection,consumer,0.725,,false
REVOLVER | Night,The Ancient Collection,consumer,0.035,,false
REVOLVER | Night,The Ancient Collection,consumer,0.265,,false
REVOLVER | Night,The Ancient Collection,consumer,0.110,,false
