Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Aquamarine Revenge,The Falchion Collection,covert,0.725,,true
Five-SeveN | Coolant,The 2018 Nuke Collection,consumer,0.035,,true
Five-SeveN | Coolant,The 2018 Nuke Collection,consumer,0.265,,true
Five-SeveN | Coolant,The 2018 Nuke Collection,consumer,0.110,,true
Five-SeveN | Coolant,The 2018 Nuke Collection,consumer,0.415,,true
Five-SeveN | Copper Galaxy,The Arms Deal 3 Collection,restricted,0.035,,true
Five-SeveN | Copper Galaxy,The Arms Deal 3 Collection,restricted,0.265,,true
Five-SeveN | Copper Galaxy,The Arms Deal 3 Collection,restricted,0.110,,true
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.725,,true
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.035,,true
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.265,,true
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.110,,true
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.415,,false
Five-SeveN | Crimson Blossom,The St. Marc Collection,mil-spec,0.415,,true
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.725,,true
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.035,,true
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.265,,true
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.110,,true
Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,classified,0.415,,true
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.725,,true
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.035,,true
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.265,,true
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.110,,true
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.415,,false
Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,classified,0.415,,true
Five-SeveN | Flame Test,The Clutch Collection,mil-spec,0.725,,true
Five-SeveN | Flame Test,The Clutch Collection,mil-spec,0.035,,true
Five-SeveN | Flame Test,The Clutch Collection,mil-spec,0.265,,true
Five-SeveN | Flame Test,The Clutch Collection,mil-spec,0.110,,true
Five-SeveN | Flame Test,The Clutch Collection,mil-spec,0.415,,true
Five-SeveN | Forest Night,The Train Collection,consumer,0.725,,true
Five-SeveN | Forest Night,The Train Collection,consumer,0.035,,true
Five-SeveN | Forest Night,The Train Collection,consumer,0.265,,true
Five-SeveN | Forest Night,The Train Collection,consumer,0.110,,true
Five-SeveN | Forest Night,The Train Collection,consumer,0.415,,true
Five-SeveN | Fowl Play,The Breakout Collection,classified,0.725,,true
Five-SeveN | Fowl Play,The Breakout Collection,classified,0.035,,true
Five-SeveN | Fowl Play,The Breakout Collection,classified,0.265,,true
Five-SeveN | Fowl Play,The Breakout Collection,classified,0.110,,true
Five-SeveN | Fowl Play,The Breakout Collection,classified,0.415,,true
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.725,,true
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.035,,true
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.265,,true
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.110,,true
Five-SeveN | Heat Treated,The Sport & Field Collection,restricted,0.415,,true
Five-SeveN | Hot Shot,The Cache Collection,industrial,0.725,,true
Five-SeveN | Hot Shot,The Cache Collection,industrial,0.035,,true
Five-SeveN | Hot Shot,The Cache Collection,industrial,0.265,,true
Five-SeveN | Hot Shot,The Cache Collection,industrial,0.110,,true
Five-SeveN | Hot Shot,The Cache Collection,industrial,0.415,,true
Five-SeveN | Hybrid,The Kilowatt Collection,restricted,0.725,,true
Five-SeveN | Hybrid,The Kilowatt Collection,restricted,0.035,,true
Five-SeveN | Hybrid,The Kilowatt Collection,restricted,0.265,,true
Five-SeveN | Hybrid,The Kilowatt Collection,restricted,0.110,,true
Five-SeveN | Hybrid,The Kilowatt Collection,restricted,0.415,,true
Five-SeveN | Hyper Beast,The Operation Hydra Collection,covert,0.725,,true
Five-SeveN | Hyper Beast,The Operation Hydra Collection,covert,0.035,,true
Five-SeveN | Hyper Beast,The Operation Hydra Collection,covert,0.265,,true
Five-SeveN | Hyper Beast,The Operation Hydra Collection,covert,0.110,,true
Five-SeveN | Hyper Beast,The Operation Hydra Collection,covert,0.415,,true
Five-SeveN | Jungle,The Aztec Collection,consumer,0.725,,true
Five-SeveN | Jungle,The Aztec Collection,consumer,0.035,,true
Five-SeveN | Jungle,The Aztec Collection,consumer,0.265,,true
Five-SeveN | Jungle,The Aztec Collection,consumer,0.110,,true
Five-SeveN | Jungle,The Aztec Collection,consumer,0.415,,false
Five-SeveN | Jungle,The Aztec Collection,consumer,0.415,,true
Five-SeveN | Kami,The Winter Offensive Collection,mil-spec,0.035,,true
Five-SeveN | Kami,The Winter Offensive Collection,mil-spec,0.265,,true
Five-SeveN | Kami,The Winter Offensive Collection,mil-spec,0.110,,true
Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,industrial,0.725,,true
Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,industrial,0.035,,true
Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,industrial,0.265,,true
Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,industrial,0.110,,true
Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,industrial,0.415,,true
Five-SeveN | Monkey Business,The Chroma 2 Collection,classified,0.725,,true
Five-SeveN | Monkey Business,The Chroma 2 Collection,classified,0.265,,true
Five-SeveN | Monkey Business,The Chroma 2 Collection,classified,0.110,,true
Five-SeveN | Monkey Business,The Chroma 2 Collection,classified,0.415,,true
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.725,,true
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.035,,true
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.265,,false
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.265,,true
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.110,,false
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.110,,true
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.415,,false
Five-SeveN | Neon Kimono,The Rising Sun Collection,restricted,0.415,,true
Five-SeveN | Nightshade,The eSports 2013 Winter Collection,mil-spec,0.725,,true
Five-SeveN | Nightshade,The eSports 2013 Winter Collection,mil-spec,0.035,,true
Five-SeveN | Nightshade,The eSports 2013 Winter Collection,mil-spec,0.265,,true
Five-SeveN | Nightshade,The eSports 2013 Winter Collection,mil-spec,0.110,,true
Five-SeveN | Nightshade,The eSports 2013 Winter Collection,mil-spec,0.415,,true
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.725,,true
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.035,,true
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.265,,true
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.110,,true
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.415,,false
Five-SeveN | Nitro,The Chop Shop Collection,mil-spec,0.415,,true
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.725,,true
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.035,,false
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.035,,true
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.265,,false
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.265,,true
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.110,,false
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.110,,true
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.415,,false
Five-SeveN | Orange Peel,The Dust 2 Collection,industrial,0.415,,true
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.725,,false
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.725,,true
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.035,,false
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.035,,true
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.265,,false
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.265,,true
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.110,,false
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.110,,true
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.415,,false
Five-SeveN | Retrobution,The Revolver Case Collection,restricted,0.415,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.725,,false
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.725,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.035,,false
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.035,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.265,,false
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.265,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.110,,false
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.110,,true
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.415,,false
Five-SeveN | Scrawl,The Dreams & Nightmares Collection,mil-spec,0.415,,true
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.725,,false
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.725,,true
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.035,,true
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.265,,true
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.110,,true
Five-SeveN | Scumbria,#CSGO_set_gamma_2,mil-spec,0.415,,true
Five-SeveN | Silver Quartz,The Safehouse Collection,mil-spec,0.035,,true
Five-SeveN | Silver Quartz,The Safehouse Collection,mil-spec,0.265,,true
Five-SeveN | Silver Quartz,The Safehouse Collection,mil-spec,0.110,,true
Five-SeveN | Silver Quartz,The Safehouse Collection,mil-spec,0.415,,false
Five-SeveN | Silver Quartz,The Safehouse Collection,mil-spec,0.415,,true
Five-SeveN | Sky Blue,The Ascent Collection,industrial,0.725,,true
Five-SeveN | Sky Blue,The Ascent Collection,industrial,0.035,,true
Five-SeveN | Sky Blue,The Ascent Collection,industrial,0.265,,true
Five-SeveN | Sky Blue,The Ascent Collection,industrial,0.110,,true
Five-SeveN | Sky Blue,The Ascent Collection,industrial,0.415,,true
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.725,,true
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.035,,true
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.265,,true
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.110,,true
Five-SeveN | Triumvirate,The Wildfire Collection,restricted,0.415,,true
Five-SeveN | Urban Hazard,The Vanguard Collection,mil-spec,0.035,,true
Five-SeveN | Urban Hazard,The Vanguard Collection,mil-spec,0.265,,true
Five-SeveN | Urban Hazard,The Vanguard Collection,mil-spec,0.110,,true
Five-SeveN | Violent Daimyo,The Gamma Collection,mil-spec,0.725,,true
Five-SeveN | Violent Daimyo,The Gamma Collection,mil-spec,0.035,,true
Five-SeveN | Violent Daimyo,The Gamma Collection,mil-spec,0.265,,true
Five-SeveN | Violent Daimyo,The Gamma Collection,mil-spec,0.110,,true
Five-SeveN | Violent Daimyo,The Gamma Collection,mil-spec,0.415,,true
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.725,,true
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.035,,true
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.265,,true
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.110,,true
Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,industrial,0.415,,true
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.725,,true
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.035,,true
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.265,,true
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.110,,true
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.415,,false
G3SG1 | Ancient Ritual,The Ancient Collection,industrial,0.415,,true
G3SG1 | Arctic Camo,The Office Collection,industrial,0.725,,true
G3SG1 | Arctic Camo,The Office Collection,industrial,0.035,,true
G3SG1 | Arctic Camo,The Office Collection,industrial,0.265,,true
G3SG1 | Arctic Camo,The Office Collection,industrial,0.110,,true
G3SG1 | Arctic Camo,The Office Collection,industrial,0.415,,true
G3SG1 | Azure Zebra,The eSports 2013 Winter Collection,mil-spec,0.035,,true
G3SG1 | Azure Zebra,The eSports 2013 Winter Collection,mil-spec,0.265,,true
G3SG1 | Azure Zebra,The eSports 2013 Winter Collection,mil-spec,0.110,,true
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.725,,true
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.035,,true
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.265,,true
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.110,,false
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.110,,true
G3SG1 | Black Sand,The Shattered Web Collection,mil-spec,0.415,,true
G3SG1 | Chronos,The Gods and Monsters Collection,restricted,0.035,,true
G3SG1 | Chronos,The Gods and Monsters Collection,restricted,0.265,,false
G3SG1 | Chronos,The Gods and Monsters Collection,restricted,0.265,,true
G3SG1 | Chronos,The Gods and Monsters Collection,restricted,0.110,,true
G3SG1 | Chronos,The Gods and Monsters Collection,restricted,0.415,,true
G3SG1 | Contractor,The Baggage Collection,consumer,0.725,,true
G3SG1 | Contractor,The Baggage Collection,consumer,0.035,,true
G3SG1 | Contractor,The Baggage Collection,consumer,0.265,,true
G3SG1 | Contractor,The Baggage Collection,consumer,0.110,,true
G3SG1 | Contractor,The Baggage Collection,consumer,0.415,,true
G3SG1 | Demeter,The Bravo Collection,mil-spec,0.725,,true
G3SG1 | Demeter,The Bravo Collection,mil-spec,0.035,,true
G3SG1 | Demeter,The Bravo Collection,mil-spec,0.265,,true
G3SG1 | Demeter,The Bravo Collection,mil-spec,0.110,,true
G3SG1 | Demeter,The Bravo Collection,mil-spec,0.415,,true
G3SG1 | Desert Storm,The Dust 2 Collection,consumer,0.725,,true
G3SG1 | Desert Storm,The Dust 2 Collection,consumer,0.035,,true
G3SG1 | Desert Storm,The Dust 2 Collection,consumer,0.265,,true
G3SG1 | Desert Storm,The Dust 2 Collection,consumer,0.110,,true
G3SG1 | Desert Storm,The Dust 2 Collection,consumer,0.415,,true
G3SG1 | Digital Mesh,The Operation Broken Fang Collection,mil-spec,0.725,,true
G3SG1 | Digital Mesh,The Operation Broken Fang Collection,mil-spec,0.035,,true
G3SG1 | Digital Mesh,The Operation Broken Fang Collection,mil-spec,0.265,,true
G3SG1 | Digital Mesh,The Operation Broken Fang Collection,mil-spec,0.110,,true
G3SG1 | Digital Mesh,The Operation Broken Fang Collection,mil-spec,0.415,,true
G3SG1 | Dream Glade,The Dreams & Nightmares Collection,restricted,0.725,,true
G3SG1 | Dream Glade,The Dreams & Nightmares Collection,restricted,0.035,,true
G3SG1 | Dream Glade,The Dreams & Nightmares Collection,restricted,0.265,,true
G3SG1 | Dream Glade,The Dreams & Nightmares Collection,restricted,0.110,,true
G3SG1 | Dream Glade,The Dreams & Nightmares Collection,restricted,0.415,,true
G3SG1 | Flux,The Shadow Collection,classified,0.725,,true
G3SG1 | Flux,The Shadow Collection,classified,0.035,,true
G3SG1 | Flux,The Shadow Collection,classified,0.265,,true
G3SG1 | Flux,The Shadow Collection,classified,0.110,,true
G3SG1 | Flux,The Shadow Collection,classified,0.415,,true
G3SG1 | Green Apple,The Bank Collection,industrial,0.035,,true
G3SG1 | Green Apple,The Bank Collection,industrial,0.265,,true
G3SG1 | Green Apple,The Bank Collection,industrial,0.110,,true
G3SG1 | Green Cell,The Boreal Collection,consumer,0.725,,true
G3SG1 | Green Cell,The Boreal Collection,consumer,0.035,,true
G3SG1 | Green Cell,The Boreal Collection,consumer,0.265,,true
G3SG1 | Green Cell,The Boreal Collection,consumer,0.110,,true
G3SG1 | Green Cell,The Boreal Collection,consumer,0.415,,true
G3SG1 | High Seas,The Horizon Collection,restricted,0.725,,true
G3SG1 | High Seas,The Horizon Collection,restricted,0.035,,true
G3SG1 | High Seas,The Horizon Collection,restricted,0.265,,true
G3SG1 | High Seas,The Horizon Collection,restricted,0.110,,true
G3SG1 | High Seas,The Horizon Collection,restricted,0.415,,true
G3SG1 | Hunter,The Spectrum 2 Collection,mil-spec,0.725,,true
G3SG1 | Hunter,The Spectrum 2 Collection,mil-spec,0.035,,true
G3SG1 | Hunter,The Spectrum 2 Collection,mil-spec,0.265,,true
G3SG1 | Hunter,The Spectrum 2 Collection,mil-spec,0.110,,true
G3SG1 | Hunter,The Spectrum 2 Collection,mil-spec,0.415,,true
G3SG1 | Jungle Dashed,The Lake Collection,consumer,0.725,,true
G3SG1 | Jungle Dashed,The Lake Collection,consumer,0.035,,true
G3SG1 | Jungle Dashed,The Lake Collection,consumer,0.265,,true
G3SG1 | Jungle Dashed,The Lake Collection,consumer,0.110,,true
G3SG1 | Jungle Dashed,The Lake Collection,consumer,0.415,,true
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.725,,true
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.035,,true
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.265,,true
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.110,,true
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.415,,false
G3SG1 | Keeping Tabs,The Operation Riptide Collection,mil-spec,0.415,,true
G3SG1 | Murky,The Vanguard Collection,mil-spec,0.035,,true
G3SG1 | Murky,The Vanguard Collection,mil-spec,0.265,,true
G3SG1 | Murky,The Vanguard Collection,mil-spec,0.110,,true
G3SG1 | New Roots,The 2021 Dust 2 Collection,mil-spec,0.725,,true
G3SG1 | New Roots,The 2021 Dust 2 Collection,mil-spec,0.035,,true
G3SG1 | New Roots,The 2021 Dust 2 Collection,mil-spec,0.265,,true
G3SG1 | New Roots,The 2021 Dust 2 Collection,mil-spec,0.110,,true
G3SG1 | New Roots,The 2021 Dust 2 Collection,mil-spec,0.415,,true
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.725,,true
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.035,,true
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.265,,true
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.110,,false
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.110,,true
G3SG1 | Orange Crash,The Chroma 3 Collection,mil-spec,0.415,,true
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.725,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.725,,true
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.035,,true
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.265,,true
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.110,,true
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.415,,false
G3SG1 | Orange Kimono,The Rising Sun Collection,consumer,0.415,,true
G3SG1 | Polar Camo,The Train Collection,consumer,0.725,,true
G3SG1 | Polar Camo,The Train Collection,consumer,0.035,,true
G3SG1 | Polar Camo,The Train Collection,consumer,0.265,,true
G3SG1 | Polar Camo,The Train Collection,consumer,0.110,,true
G3SG1 | Polar Camo,The Train Collection,consumer,0.415,,true
G3SG1 | Red Jasper,The Radiant Collection,consumer,0.725,,true
G3SG1 | Red Jasper,The Radiant Collection,consumer,0.035,,true
G3SG1 | Red Jasper,The Radiant Collection,consumer,0.265,,true
G3SG1 | Red Jasper,The Radiant Collection,consumer,0.110,,true
G3SG1 | Red Jasper,The Radiant Collection,consumer,0.415,,true
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.725,,true
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.035,,true
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.265,,true
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.110,,true
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.415,,false
G3SG1 | Safari Mesh,The Mirage Collection,consumer,0.415,,true
G3SG1 | Scavenger,The Danger Zone Collection,restricted,0.725,,true
G3SG1 | Scavenger,The Danger Zone Collection,restricted,0.035,,true
G3SG1 | Scavenger,The Danger Zone Collection,restricted,0.265,,true
G3SG1 | Scavenger,The Danger Zone Collection,restricted,0.110,,true
G3SG1 | Scavenger,The Danger Zone Collection,restricted,0.415,,true
G3SG1 | Stinger,The Glove Collection,restricted,0.725,,true
G3SG1 | Stinger,The Glove Collection,restricted,0.035,,true
G3SG1 | Stinger,The Glove Collection,restricted,0.265,,true
G3SG1 | Stinger,The Glove Collection,restricted,0.110,,true
G3SG1 | Stinger,The Glove Collection,restricted,0.415,,false
G3SG1 | Stinger,The Glove Collection,restricted,0.415,,true
G3SG1 | The Executioner,The Revolver Case Collection,classified,0.725,,true
G3SG1 | The Executioner,The Revolver Case Collection,classified,0.265,,true
G3SG1 | The Executioner,The Revolver Case Collection,classified,0.110,,true
G3SG1 | The Executioner,The Revolver Case Collection,classified,0.415,,true
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.725,,true
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.035,,true
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.265,,true
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.110,,true
G3SG1 | VariCamo,The Safehouse Collection,industrial,0.415,,true
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.725,,false
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.725,,true
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.035,,true
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.265,,true
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.110,,true
G3SG1 | Ventilator,#CSGO_set_gamma_2,mil-spec,0.415,,true
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.725,,true
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.035,,true
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.265,,true
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.110,,false
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.110,,true
G3SG1 | Violet Murano,The Canals Collection,mil-spec,0.415,,true
Galil AR | Acid Dart,The Boreal Collection,industrial,0.725,,true
Galil AR | Acid Dart,The Boreal Collection,industrial,0.035,,true
Galil AR | Acid Dart,The Boreal Collection,industrial,0.265,,true
Galil AR | Acid Dart,The Boreal Collection,industrial,0.110,,true
Galil AR | Acid Dart,The Boreal Collection,industrial,0.415,,true
Galil AR | Akoben,The Prisma Collection,mil-spec,0.725,,true
Galil AR | Akoben,The Prisma Collection,mil-spec,0.035,,true
Galil AR | Akoben,The Prisma Collection,mil-spec,0.265,,true
Galil AR | Akoben,The Prisma Collection,mil-spec,0.110,,true
Galil AR | Akoben,The Prisma Collection,mil-spec,0.415,,true
Galil AR | Amber Fade,The 2021 Dust 2 Collection,mil-spec,0.035,,true
Galil AR | Amber Fade,The 2021 Dust 2 Collection,mil-spec,0.265,,true
Galil AR | Amber Fade,The 2021 Dust 2 Collection,mil-spec,0.110,,true
Galil AR | Amber Fade,The 2021 Dust 2 Collection,mil-spec,0.415,,true
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.725,,false
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.725,,true
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.035,,true
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.265,,true
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.110,,true
Galil AR | Aqua Terrace,The Rising Sun Collection,mil-spec,0.415,,true
Galil AR | Black Sand,The Glove Collection,mil-spec,0.725,,true
Galil AR | Black Sand,The Glove Collection,mil-spec,0.035,,true
Galil AR | Black Sand,The Glove Collection,mil-spec,0.265,,true
Galil AR | Black Sand,The Glove Collection,mil-spec,0.110,,true
Galil AR | Black Sand,The Glove Collection,mil-spec,0.415,,true
Galil AR | Blue Titanium,The eSports 2013 Winter Collection,mil-spec,0.035,,true
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.725,,false
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.725,,true
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.035,,false
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.035,,true
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.265,,true
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.110,,true
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.415,,false
Galil AR | CAUTION!,The 2021 Vertigo Collection,restricted,0.415,,true
Galil AR | Cerberus,The Cache Collection,restricted,0.725,,true
Galil AR | Cerberus,The Cache Collection,restricted,0.035,,true
Galil AR | Cerberus,The Cache Collection,restricted,0.265,,true
Galil AR | Cerberus,The Cache Collection,restricted,0.110,,true
Galil AR | Cerberus,The Cache Collection,restricted,0.415,,true
Galil AR | Chatterbox,The Chroma Collection,covert,0.725,,true
Galil AR | Chatterbox,The Chroma Collection,covert,0.265,,false
Galil AR | Chatterbox,The Chroma Collection,covert,0.265,,true
Galil AR | Chatterbox,The Chroma Collection,covert,0.415,,false
Galil AR | Chatterbox,The Chroma Collection,covert,0.415,,true
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.725,,false
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.725,,true
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.035,,false
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.035,,true
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.265,,false
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.265,,true
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.110,,false
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.110,,true
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.415,,false
Galil AR | Chromatic Aberration,The Snakebite Collection,classified,0.415,,true
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.725,,false
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.725,,true
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.035,,false
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.035,,true
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.265,,false
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.265,,true
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.110,,false
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.110,,true
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.415,,false
Galil AR | Cold Fusion,The 2018 Nuke Collection,industrial,0.415,,true
Galil AR | Connexion,The Fracture Collection,restricted,0.725,,false
Galil AR | Connexion,The Fracture Collection,restricted,0.725,,true
Galil AR | Connexion,The Fracture Collection,restricted,0.035,,false
Galil AR | Connexion,The Fracture Collection,restricted,0.035,,true
Galil AR | Connexion,The Fracture Collection,restricted,0.265,,false
