Name,Wear,PriceCents,StatTrak
AK-47 | Aquamarine Revenge,Factory New,30200,False
FAMAS | Afterimage,Factory New,4243,False
FAMAS | Afterimage,Minimal Wear,2567,False
FAMAS | Afterimage,Field-Tested,4300,False
FAMAS | Afterimage,Well-Worn,2970,False
FAMAS | Bad Trip,Factory New,2099,False
FAMAS | Bad Trip,Minimal Wear,463,False
FAMAS | Bad Trip,Field-Tested,205,False
FAMAS | Bad Trip,Well-Worn,153,False
FAMAS | Bad Trip,Battle-Scarred,131,False
FAMAS | CaliCamo,Factory New,376,False
FAMAS | CaliCamo,Minimal Wear,277,False
FAMAS | CaliCamo,Field-Tested,264,False
FAMAS | CaliCamo,Well-Worn,363,False
FAMAS | CaliCamo,Battle-Scarred,272,False
FAMAS | Colony,Factory New,34,False
FAMAS | Colony,Minimal Wear,5,False
FAMAS | Colony,Field-Tested,3,False
FAMAS | Colony,Well-Worn,3,False
FAMAS | Colony,Battle-Scarred,3,False
FAMAS | Commemoration,Factory New,3700,False
FAMAS | Commemoration,Minimal Wear,1020,False
FAMAS | Commemoration,Field-Tested,787,False
FAMAS | Commemoration,Well-Worn,821,False
FAMAS | Commemoration,Battle-Scarred,942,False
FAMAS | Contrast Spray,Factory New,7031,False
FAMAS | Contrast Spray,Field-Tested,378,False
FAMAS | Contrast Spray,Battle-Scarred,365,False
FAMAS | Decommissioned,Minimal Wear,25,False
FAMAS | Decommissioned,Well-Worn,22,False
FAMAS | Djinn,Factory New,2099,False
FAMAS | Djinn,Minimal Wear,777,False
FAMAS | Djinn,Field-Tested,252,False
FAMAS | Djinn,Well-Worn,544,False
FAMAS | Djinn,Battle-Scarred,350,False
FAMAS | Doomkitty,Minimal Wear,352,False
FAMAS | Doomkitty,Field-Tested,310,False
FAMAS | Eye of Athena,Factory New,2637,False
FAMAS | Eye of Athena,Minimal Wear,787,False
FAMAS | Eye of Athena,Field-Tested,405,False
FAMAS | Eye of Athena,Well-Worn,414,False
FAMAS | Eye of Athena,Battle-Scarred,398,False
FAMAS | Faulty Wiring,Factory New,96,False
FAMAS | Faulty Wiring,Minimal Wear,78,False
FAMAS | Faulty Wiring,Field-Tested,64,False
FAMAS | Faulty Wiring,Battle-Scarred,124,False
FAMAS | Grey Ghost,Factory New,43,False
FAMAS | Grey Ghost,Minimal Wear,33,False
FAMAS | Grey Ghost,Field-Tested,21,False
FAMAS | Grey Ghost,Well-Worn,18,False
FAMAS | Grey Ghost,Battle-Scarred,11,False
FAMAS | Half Sleeve,Factory New,68,False
FAMAS | Half Sleeve,Minimal Wear,31,False
FAMAS | Half Sleeve,Field-Tested,24,False
FAMAS | Half Sleeve,Well-Worn,19,False
FAMAS | Half Sleeve,Battle-Scarred,30,False
FAMAS | Halftone Wash,Factory New,120,False
FAMAS | Halftone Wash,Minimal Wear,96,False
FAMAS | Halftone Wash,Field-Tested,29,False
FAMAS | Halftone Wash,Well-Worn,47,False
FAMAS | Halftone Wash,Battle-Scarred,80,False
FAMAS | Hexane,Factory New,295,False
FAMAS | Hexane,Minimal Wear,270,False
FAMAS | Hexane,Field-Tested,206,False
FAMAS | Hexane,Well-Worn,379,False
FAMAS | Macabre,Minimal Wear,486,False
FAMAS | Macabre,Well-Worn,660,False
FAMAS | Mecha Industries,Factory New,3000,False
FAMAS | Mecha Industries,Minimal Wear,980,False
FAMAS | Mecha Industries,Field-Tested,575,False
FAMAS | Mecha Industries,Well-Worn,537,False
FAMAS | Mecha Industries,Battle-Scarred,497,False
FAMAS | Meltdown,Factory New,9525,False
FAMAS | Meltdown,Minimal Wear,6695,False
FAMAS | Meltdown,Field-Tested,5541,False
FAMAS | Meow 36,Factory New,28,False
FAMAS | Meow 36,Minimal Wear,3,False
FAMAS | Meow 36,Field-Tested,3,False
FAMAS | Meow 36,Well-Worn,3,False
FAMAS | Meow 36,Battle-Scarred,3,False
FAMAS | Neural Net,Factory New,383,False
FAMAS | Neural Net,Minimal Wear,134,False
FAMAS | Neural Net,Field-Tested,95,False
FAMAS | Neural Net,Well-Worn,85,False
FAMAS | Neural Net,Battle-Scarred,82,False
FAMAS | Night Borre,Factory New,1500,False
FAMAS | Night Borre,Minimal Wear,980,False
FAMAS | Night Borre,Field-Tested,840,False
FAMAS | Night Borre,Battle-Scarred,814,False
FAMAS | Palm,Factory New,8,False
FAMAS | Palm,Minimal Wear,5,False
FAMAS | Palm,Field-Tested,3,False
FAMAS | Palm,Well-Worn,60,False
FAMAS | Palm,Battle-Scarred,3,False
FAMAS | Prime Conspiracy,Factory New,14028,False
FAMAS | Prime Conspiracy,Minimal Wear,12000,False
FAMAS | Prime Conspiracy,Field-Tested,12500,False
FAMAS | Prime Conspiracy,Well-Worn,12000,False
FAMAS | Prime Conspiracy,Battle-Scarred,12000,False
FAMAS | Pulse,Factory New,1053,False
FAMAS | Pulse,Minimal Wear,688,False
FAMAS | Pulse,Field-Tested,515,False
FAMAS | Pulse,Well-Worn,1200,False
FAMAS | Rapid Eye Movement,Factory New,1405,False
FAMAS | Rapid Eye Movement,Minimal Wear,242,False
FAMAS | Rapid Eye Movement,Field-Tested,99,False
FAMAS | Rapid Eye Movement,Well-Worn,82,False
FAMAS | Rapid Eye Movement,Battle-Scarred,104,False
FAMAS | Roll Cage,Factory New,4486,False
FAMAS | Roll Cage,Minimal Wear,589,False
FAMAS | Roll Cage,Field-Tested,228,False
FAMAS | Roll Cage,Well-Worn,224,False
FAMAS | Roll Cage,Battle-Scarred,210,False
FAMAS | Sergeant,Minimal Wear,2700,False
FAMAS | Sergeant,Field-Tested,291,False
FAMAS | Sergeant,Well-Worn,223,False
FAMAS | Sergeant,Battle-Scarred,182,False
FAMAS | Spitfire,Factory New,26830,False
FAMAS | Spitfire,Minimal Wear,5639,False
FAMAS | Spitfire,Field-Tested,1969,False
FAMAS | Spitfire,Well-Worn,55500,False
FAMAS | Spitfire,Battle-Scarred,6500,False
FAMAS | Styx,Factory New,3300,False
FAMAS | Styx,Minimal Wear,815,False
FAMAS | Styx,Field-Tested,573,False
FAMAS | Styx,Well-Worn,1800,False
FAMAS | Styx,Battle-Scarred,1450,False
FAMAS | Sundown,Factory New,18630,False
FAMAS | Sundown,Minimal Wear,14078,False
FAMAS | Sundown,Field-Tested,14999,False
FAMAS | Sundown,Battle-Scarred,14824,False
FAMAS | Survivor Z,Factory New,134,False
FAMAS | Survivor Z,Minimal Wear,52,False
FAMAS | Survivor Z,Field-Tested,23,False
FAMAS | Survivor Z,Well-Worn,43,False
FAMAS | Survivor Z,Battle-Scarred,19,False
FAMAS | Teardown,Factory New,180,False
FAMAS | Teardown,Minimal Wear,87,False
FAMAS | Teardown,Field-Tested,27,False
FAMAS | Teardown,Well-Worn,26,False
FAMAS | Teardown,Battle-Scarred,23,False
FAMAS | Valence,Factory New,1100,False
FAMAS | Valence,Minimal Wear,450,False
FAMAS | Valence,Field-Tested,270,False
FAMAS | Valence,Well-Worn,253,False
FAMAS | Valence,Battle-Scarred,311,False
FAMAS | Waters of Nephthys,Factory New,10799,False
FAMAS | Waters of Nephthys,Minimal Wear,6280,False
FAMAS | Waters of Nephthys,Field-Tested,3390,False
FAMAS | Waters of Nephthys,Battle-Scarred,7500,False
FAMAS | Yeti Camo,Factory New,425,False
FAMAS | Yeti Camo,Minimal Wear,316,False
FAMAS | Yeti Camo,Field-Tested,154,False
FAMAS | Yeti Camo,Well-Worn,91,False
FAMAS | Yeti Camo,Battle-Scarred,63,False
FAMAS | ZX Spectron,Factory New,1181,False
FAMAS | ZX Spectron,Minimal Wear,333,False
FAMAS | ZX Spectron,Field-Tested,173,False
FAMAS | ZX Spectron,Well-Worn,140,False
FAMAS | ZX Spectron,Battle-Scarred,167,False
Five-SeveN | Angry Mob,Factory New,4206,False
Five-SeveN | Angry Mob,Minimal Wear,783,False
Five-SeveN | Angry Mob,Field-Tested,351,False
Five-SeveN | Angry Mob,Well-Worn,500,False
Five-SeveN | Angry Mob,Battle-Scarred,373,False
Five-SeveN | Anodized Gunmetal,Factory New,1380,False
Five-SeveN | Anodized Gunmetal,Minimal Wear,1369,False
Five-SeveN | Autumn Thicket,Factory New,8,False
Five-SeveN | Autumn Thicket,Minimal Wear,4,False
Five-SeveN | Autumn Thicket,Field-Tested,3,False
Five-SeveN | Autumn Thicket,Well-Worn,3,False
Five-SeveN | Autumn Thicket,Battle-Scarred,3,False
Five-SeveN | Berries And Cherries,Factory New,15900,False
Five-SeveN | Berries And Cherries,Minimal Wear,13500,False
Five-SeveN | Boost Protocol,Factory New,915,False
Five-SeveN | Boost Protocol,Minimal Wear,300,False
Five-SeveN | Boost Protocol,Field-Tested,333,False
Five-SeveN | Boost Protocol,Well-Worn,299,False
Five-SeveN | Buddy,Factory New,440,False
Five-SeveN | Buddy,Minimal Wear,101,False
Five-SeveN | Buddy,Field-Tested,53,False
Five-SeveN | Buddy,Well-Worn,49,False
Five-SeveN | Buddy,Battle-Scarred,147,False
Five-SeveN | Candy Apple,Factory New,12302,False
Five-SeveN | Candy Apple,Minimal Wear,9999,False
Five-SeveN | Capillary,Factory New,58,False
Five-SeveN | Capillary,Minimal Wear,41,False
Five-SeveN | Capillary,Field-Tested,31,False
Five-SeveN | Capillary,Well-Worn,24,False
Five-SeveN | Capillary,Battle-Scarred,18,False
Five-SeveN | Case Hardened,Factory New,1900,False
Five-SeveN | Case Hardened,Minimal Wear,1100,False
Five-SeveN | Case Hardened,Field-Tested,901,False
Five-SeveN | Case Hardened,Well-Worn,911,False
Five-SeveN | Case Hardened,Battle-Scarred,864,False
Five-SeveN | Contractor,Factory New,1570,False
Five-SeveN | Contractor,Minimal Wear,342,False
Five-SeveN | Contractor,Field-Tested,265,False
Five-SeveN | Contractor,Well-Worn,271,False
Five-SeveN | Contractor,Battle-Scarred,1000,False
Five-SeveN | Coolant,Factory New,5,False
Five-SeveN | Coolant,Minimal Wear,3,False
Five-SeveN | Coolant,Field-Tested,3,False
Five-SeveN | Coolant,Well-Worn,3,False
Five-SeveN | Coolant,Battle-Scarred,3,False
Five-SeveN | Copper Galaxy,Factory New,1399,False
Five-SeveN | Copper Galaxy,Minimal Wear,884,False
Five-SeveN | Copper Galaxy,Field-Tested,933,False
Five-SeveN | Crimson Blossom,Factory New,17500,False
Five-SeveN | Crimson Blossom,Minimal Wear,14500,False
Five-SeveN | Crimson Blossom,Field-Tested,14214,False
Five-SeveN | Crimson Blossom,Battle-Scarred,222222,False
Five-SeveN | Fairy Tale,Factory New,11382,False
Five-SeveN | Fairy Tale,Minimal Wear,4721,False
Five-SeveN | Fairy Tale,Field-Tested,2900,False
Five-SeveN | Fairy Tale,Well-Worn,2658,False
Five-SeveN | Fairy Tale,Battle-Scarred,4998,False
Five-SeveN | Fall Hazard,Factory New,30700,False
Five-SeveN | Fall Hazard,Minimal Wear,24538,False
Five-SeveN | Fall Hazard,Field-Tested,23082,False
Five-SeveN | Fall Hazard,Battle-Scarred,20000,False
Five-SeveN | Flame Test,Factory New,40,False
Five-SeveN | Flame Test,Minimal Wear,12,False
Five-SeveN | Flame Test,Field-Tested,10,False
Five-SeveN | Flame Test,Well-Worn,8,False
Five-SeveN | Flame Test,Battle-Scarred,21,False
Five-SeveN | Forest Night,Factory New,126,False
Five-SeveN | Forest Night,Minimal Wear,13,False
Five-SeveN | Forest Night,Field-Tested,8,False
Five-SeveN | Forest Night,Well-Worn,17,False
Five-SeveN | Forest Night,Battle-Scarred,12,False
Five-SeveN | Fowl Play,Factory New,1989,False
Five-SeveN | Fowl Play,Minimal Wear,730,False
Five-SeveN | Fowl Play,Field-Tested,450,False
Five-SeveN | Fowl Play,Well-Worn,271,False
Five-SeveN | Fowl Play,Battle-Scarred,242,False
Five-SeveN | Heat Treated,Factory New,2025,False
Five-SeveN | Heat Treated,Minimal Wear,699,False
Five-SeveN | Heat Treated,Field-Tested,494,False
Five-SeveN | Heat Treated,Well-Worn,523,False
Five-SeveN | Heat Treated,Battle-Scarred,468,False
Five-SeveN | Hot Shot,Factory New,2525,False
Five-SeveN | Hot Shot,Minimal Wear,677,False
Five-SeveN | Hot Shot,Field-Tested,296,False
Five-SeveN | Hot Shot,Well-Worn,208,False
Five-SeveN | Hot Shot,Battle-Scarred,143,False
Five-SeveN | Hybrid,Factory New,295,False
Five-SeveN | Hybrid,Minimal Wear,101,False
Five-SeveN | Hybrid,Field-Tested,54,False
Five-SeveN | Hybrid,Well-Worn,44,False
Five-SeveN | Hybrid,Battle-Scarred,48,False
Five-SeveN | Hyper Beast,Factory New,19500,False
Five-SeveN | Hyper Beast,Minimal Wear,5999,False
Five-SeveN | Hyper Beast,Field-Tested,3331,False
Five-SeveN | Hyper Beast,Well-Worn,3000,False
Five-SeveN | Hyper Beast,Battle-Scarred,3986,False
Five-SeveN | Jungle,Factory New,2894,False
Five-SeveN | Jungle,Minimal Wear,624,False
Five-SeveN | Jungle,Field-Tested,198,False
Five-SeveN | Jungle,Battle-Scarred,444,False
Five-SeveN | Kami,Factory New,347,False
Five-SeveN | Kami,Minimal Wear,180,False
Five-SeveN | Kami,Field-Tested,147,False
Five-SeveN | Midnight Paintover,Factory New,45,False
Five-SeveN | Midnight Paintover,Minimal Wear,23,False
Five-SeveN | Midnight Paintover,Field-Tested,12,False
Five-SeveN | Midnight Paintover,Well-Worn,18,False
Five-SeveN | Midnight Paintover,Battle-Scarred,15,False
Five-SeveN | Monkey Business,Minimal Wear,1930,False
Five-SeveN | Monkey Business,Field-Tested,345,False
Five-SeveN | Monkey Business,Well-Worn,255,False
Five-SeveN | Monkey Business,Battle-Scarred,370,False
Five-SeveN | Neon Kimono,Factory New,65000,False
Five-SeveN | Neon Kimono,Battle-Scarred,50000,False
Five-SeveN | Nightshade,Factory New,278,False
Five-SeveN | Nightshade,Minimal Wear,200,False
Five-SeveN | Nightshade,Field-Tested,164,False
Five-SeveN | Nightshade,Well-Worn,170,False
Five-SeveN | Nightshade,Battle-Scarred,1990,False
Five-SeveN | Nitro,Factory New,6317,False
Five-SeveN | Nitro,Minimal Wear,6812,False
Five-SeveN | Nitro,Field-Tested,6531,False
Five-SeveN | Nitro,Battle-Scarred,50000,False
Five-SeveN | Orange Peel,Battle-Scarred,3,False
Five-SeveN | Scumbria,Factory New,49,False
Five-SeveN | Scumbria,Minimal Wear,20,False
Five-SeveN | Scumbria,Field-Tested,13,False
Five-SeveN | Scumbria,Well-Worn,11,False
Five-SeveN | Silver Quartz,Factory New,185,False
Five-SeveN | Silver Quartz,Minimal Wear,68,False
Five-SeveN | Silver Quartz,Field-Tested,28,False
Five-SeveN | Sky Blue,Factory New,51,False
Five-SeveN | Sky Blue,Minimal Wear,42,False
Five-SeveN | Sky Blue,Field-Tested,21,False
Five-SeveN | Sky Blue,Well-Worn,15,False
Five-SeveN | Sky Blue,Battle-Scarred,16,False
Five-SeveN | Triumvirate,Factory New,785,False
Five-SeveN | Triumvirate,Minimal Wear,390,False
Five-SeveN | Triumvirate,Field-Tested,216,False
Five-SeveN | Triumvirate,Well-Worn,204,False
Five-SeveN | Triumvirate,Battle-Scarred,228,False
Five-SeveN | Urban Hazard,Factory New,286,False
Five-SeveN | Urban Hazard,Minimal Wear,184,False
Five-SeveN | Urban Hazard,Field-Tested,999,False
Five-SeveN | Violent Daimyo,Factory New,115,False
Five-SeveN | Violent Daimyo,Minimal Wear,52,False
Five-SeveN | Violent Daimyo,Field-Tested,34,False
Five-SeveN | Violent Daimyo,Well-Worn,36,False
Five-SeveN | Violent Daimyo,Battle-Scarred,60,False
Five-SeveN | Withered Vine,Factory New,511,False
Five-SeveN | Withered Vine,Minimal Wear,465,False
Five-SeveN | Withered Vine,Field-Tested,465,False
Five-SeveN | Withered Vine,Well-Worn,540,False
Five-SeveN | Withered Vine,Battle-Scarred,523,False
G3SG1 | Ancient Ritual,Factory New,359,False
G3SG1 | Ancient Ritual,Minimal Wear,291,False
G3SG1 | Ancient Ritual,Field-Tested,255,False
G3SG1 | Ancient Ritual,Battle-Scarred,312,False
G3SG1 | Arctic Camo,Factory New,17696,False
G3SG1 | Arctic Camo,Minimal Wear,1599,False
G3SG1 | Arctic Camo,Field-Tested,1100,False
G3SG1 | Arctic Camo,Well-Worn,921,False
G3SG1 | Arctic Camo,Battle-Scarred,1109,False
G3SG1 | Azure Zebra,Factory New,276,False
G3SG1 | Azure Zebra,Minimal Wear,220,False
G3SG1 | Azure Zebra,Field-Tested,892,False
G3SG1 | Black Sand,Factory New,365,False
G3SG1 | Black Sand,Field-Tested,98,False
G3SG1 | Black Sand,Well-Worn,106,False
G3SG1 | Black Sand,Battle-Scarred,96,False
G3SG1 | Chronos,Factory New,39676,False
G3SG1 | Chronos,Minimal Wear,41405,False
G3SG1 | Chronos,Well-Worn,41793,False
G3SG1 | Contractor,Factory New,10000,False
G3SG1 | Contractor,Minimal Wear,356,False
G3SG1 | Contractor,Field-Tested,247,False
G3SG1 | Contractor,Well-Worn,289,False
G3SG1 | Contractor,Battle-Scarred,466,False
G3SG1 | Demeter,Factory New,1599,False
G3SG1 | Demeter,Minimal Wear,749,False
G3SG1 | Demeter,Field-Tested,652,False
G3SG1 | Demeter,Well-Worn,708,False
G3SG1 | Demeter,Battle-Scarred,786,False
G3SG1 | Desert Storm,Factory New,41,False
G3SG1 | Desert Storm,Minimal Wear,3,False
G3SG1 | Desert Storm,Field-Tested,3,False
G3SG1 | Desert Storm,Well-Worn,3,False
G3SG1 | Desert Storm,Battle-Scarred,3,False
G3SG1 | Digital Mesh,Factory New,194,False
G3SG1 | Digital Mesh,Minimal Wear,136,False
G3SG1 | Digital Mesh,Field-Tested,88,False
G3SG1 | Digital Mesh,Well-Worn,86,False
G3SG1 | Digital Mesh,Battle-Scarred,200,False
G3SG1 | Dream Glade,Factory New,166,False
G3SG1 | Dream Glade,Minimal Wear,46,False
G3SG1 | Dream Glade,Field-Tested,15,False
G3SG1 | Dream Glade,Well-Worn,16,False
G3SG1 | Dream Glade,Battle-Scarred,14,False
G3SG1 | Flux,Factory New,6135,False
G3SG1 | Flux,Minimal Wear,2395,False
G3SG1 | Flux,Field-Tested,855,False
G3SG1 | Flux,Well-Worn,950,False
G3SG1 | Flux,Battle-Scarred,780,False
G3SG1 | Green Apple,Factory New,29,False
G3SG1 | Green Apple,Minimal Wear,17,False
G3SG1 | Green Apple,Field-Tested,12,False
G3SG1 | Green Cell,Factory New,9,False
G3SG1 | Green Cell,Minimal Wear,4,False
G3SG1 | Green Cell,Field-Tested,3,False
G3SG1 | Green Cell,Well-Worn,3,False
G3SG1 | Green Cell,Battle-Scarred,3,False
G3SG1 | High Seas,Factory New,465,False
G3SG1 | High Seas,Minimal Wear,20,False
G3SG1 | High Seas,Field-Tested,91,False
G3SG1 | High Seas,Well-Worn,64,False
G3SG1 | High Seas,Battle-Scarred,2200,False
G3SG1 | Hunter,Factory New,72,False
G3SG1 | Hunter,Minimal Wear,128,False
G3SG1 | Hunter,Field-Tested,35,False
G3SG1 | Hunter,Well-Worn,5,False
G3SG1 | Hunter,Battle-Scarred,8,False
G3SG1 | Jungle Dashed,Factory New,47,False
G3SG1 | Jungle Dashed,Minimal Wear,4,False
G3SG1 | Jungle Dashed,Field-Tested,3,False
G3SG1 | Jungle Dashed,Well-Worn,3,False
G3SG1 | Jungle Dashed,Battle-Scarred,3,False
G3SG1 | Keeping Tabs,Factory New,244,False
G3SG1 | Keeping Tabs,Minimal Wear,212,False
G3SG1 | Keeping Tabs,Field-Tested,92,False
G3SG1 | Keeping Tabs,Battle-Scarred,75,False
G3SG1 | Murky,Factory New,209,False
G3SG1 | Murky,Minimal Wear,97,False
G3SG1 | Murky,Field-Tested,70,False
G3SG1 | New Roots,Factory New,3148,False
G3SG1 | New Roots,Minimal Wear,2752,False
G3SG1 | New Roots,Field-Tested,2600,False
G3SG1 | New Roots,Well-Worn,2692,False
G3SG1 | New Roots,Battle-Scarred,3493,False
G3SG1 | Orange Crash,Factory New,81,False
G3SG1 | Orange Crash,Field-Tested,20,False
G3SG1 | Orange Crash,Well-Worn,11,False
G3SG1 | Orange Crash,Battle-Scarred,970,False
G3SG1 | Orange Kimono,Factory New,1300,False
G3SG1 | Orange Kimono,Minimal Wear,518,False
G3SG1 | Orange Kimono,Field-Tested,339,False
G3SG1 | Polar Camo,Factory New,129,False
G3SG1 | Polar Camo,Minimal Wear,50,False
G3SG1 | Polar Camo,Field-Tested,8,False
G3SG1 | Polar Camo,Well-Worn,10,False
G3SG1 | Polar Camo,Battle-Scarred,10,False
G3SG1 | Red Jasper,Factory New,8,False
G3SG1 | Red Jasper,Minimal Wear,6,False
G3SG1 | Red Jasper,Field-Tested,3,False
G3SG1 | Red Jasper,Well-Worn,3,False
G3SG1 | Red Jasper,Battle-Scarred,3,False
G3SG1 | Safari Mesh,Factory New,1000,False
G3SG1 | Safari Mesh,Minimal Wear,267,False
G3SG1 | Safari Mesh,Field-Tested,261,False
G3SG1 | Safari Mesh,Battle-Scarred,278,False
G3SG1 | Scavenger,Factory New,174,False
G3SG1 | Scavenger,Minimal Wear,165,False
G3SG1 | Scavenger,Field-Tested,41,False
G3SG1 | Scavenger,Well-Worn,38,False
G3SG1 | Scavenger,Battle-Scarred,34,False
G3SG1 | Stinger,Factory New,325,False
G3SG1 | Stinger,Minimal Wear,264,False
G3SG1 | Stinger,Field-Tested,100,False
G3SG1 | Stinger,Battle-Scarred,34,False
G3SG1 | The Executioner,Minimal Wear,1199,False
G3SG1 | The Executioner,Field-Tested,144,False
G3SG1 | The Executioner,Well-Worn,150,False
G3SG1 | The Executioner,Battle-Scarred,121,False
G3SG1 | VariCamo,Factory New,23,False
G3SG1 | VariCamo,Minimal Wear,15,False
G3SG1 | VariCamo,Field-Tested,10,False
G3SG1 | VariCamo,Well-Worn,12,False
G3SG1 | VariCamo,Battle-Scarred,8,False
G3SG1 | Ventilator,Factory New,39,False
G3SG1 | Ventilator,Minimal Wear,29,False
G3SG1 | Ventilator,Field-Tested,22,False
G3SG1 | Ventilator,Well-Worn,13,False
G3SG1 | Violet Murano,Factory New,4228,False
G3SG1 | Violet Murano,Field-Tested,3255,False
G3SG1 | Violet Murano,Well-Worn,4000,False
G3SG1 | Violet Murano,Battle-Scarred,5404,False
Galil AR | Acid Dart,Factory New,64,False
Galil AR | Acid Dart,Minimal Wear,41,False
Galil AR | Acid Dart,Field-Tested,17,False
Galil AR | Acid Dart,Well-Worn,12,False
Galil AR | Acid Dart,Battle-Scarred,10,False
Galil AR | Akoben,Factory New,85,False
Galil AR | Akoben,Minimal Wear,39,False
Galil AR | Akoben,Field-Tested,21,False
Galil AR | Akoben,Well-Worn,24,False
Galil AR | Akoben,Battle-Scarred,18,False
Galil AR | Amber Fade,Factory New,2899,False
Galil AR | Amber Fade,Minimal Wear,2925,False
Galil AR | Amber Fade,Field-Tested,2657,False
Galil AR | Amber Fade,Well-Worn,40000,False
Galil AR | Aqua Terrace,Factory New,23000,False
Galil AR | Aqua Terrace,Minimal Wear,23209,False
Galil AR | Aqua Terrace,Field-Tested,21000,False
Galil AR | Aqua Terrace,Well-Worn,23520,False
Galil AR | Black Sand,Factory New,65,False
Galil AR | Black Sand,Minimal Wear,38,False
Galil AR | Black Sand,Field-Tested,19,False
Galil AR | Black Sand,Well-Worn,16,False
Galil AR | Black Sand,Battle-Scarred,15,False
Galil AR | Blue Titanium,Factory New,555,False
Galil AR | CAUTION!,Minimal Wear,5399,False
Galil AR | CAUTION!,Field-Tested,7500,False
Galil AR | Cerberus,Factory New,16599,False
Galil AR | Cerberus,Minimal Wear,6994,False
Galil AR | Cerberus,Field-Tested,274,False
Galil AR | Cerberus,Well-Worn,2229,False
Galil AR | Cerberus,Battle-Scarred,2197,False
Galil AR | Chatterbox,Battle-Scarred,1376,False
Galil AR | Control,Factory New,255,False
Galil AR | Control,Minimal Wear,79,False
Galil AR | Control,Field-Tested,24,False
Galil AR | Control,Well-Worn,26,False
Galil AR | Crimson Tsunami,Factory New,943,False
Galil AR | Crimson Tsunami,Minimal Wear,385,False
Galil AR | Crimson Tsunami,Field-Tested,182,False
Galil AR | Crimson Tsunami,Well-Worn,199,False
Galil AR | Crimson Tsunami,Battle-Scarred,600,False
Galil AR | Destroyer,Factory New,34,False
Galil AR | Destroyer,Minimal Wear,8,False
Galil AR | Destroyer,Field-Tested,3,False
Galil AR | Destroyer,Well-Worn,4,False
Galil AR | Destroyer,Battle-Scarred,3,False
Galil AR | Dusk Ruins,Factory New,2552,False
Galil AR | Dusk Ruins,Minimal Wear,1815,False
Galil AR | Dusk Ruins,Field-Tested,1487,False
Galil AR | Dusk Ruins,Battle-Scarred,1500,False
Galil AR | Eco,Minimal Wear,7447,False
Galil AR | Eco,Field-Tested,693,False
Galil AR | Eco,Well-Worn,374,False
Galil AR | Eco,Battle-Scarred,420,False
Galil AR | Firefight,Factory New,777,False
Galil AR | Firefight,Minimal Wear,88,False
Galil AR | Firefight,Field-Tested,36,False
Galil AR | Firefight,Well-Worn,31,False
Galil AR | Firefight,Battle-Scarred,69,False
Galil AR | Green Apple,Factory New,99,False
Galil AR | Green Apple,Minimal Wear,22,False
Galil AR | Green Apple,Field-Tested,15,False
Galil AR | Grey Smoke,Factory New,6,False
Galil AR | Grey Smoke,Minimal Wear,4,False
Galil AR | Grey Smoke,Field-Tested,3,False
Galil AR | Grey Smoke,Well-Worn,3,False
Galil AR | Grey Smoke,Battle-Scarred,3,False
Galil AR | Hunting Blind,Factory New,798,False
Galil AR | Hunting Blind,Minimal Wear,418,False
Galil AR | Hunting Blind,Field-Tested,256,False
Galil AR | Hunting Blind,Well-Worn,461,False
Galil AR | Hunting Blind,Battle-Scarred,260,False
Galil AR | Kami,Factory New,386,False
Galil AR | Kami,Minimal Wear,225,False
Galil AR | Kami,Field-Tested,180,False
Galil AR | Kami,Well-Worn,197,False
Galil AR | Kami,Battle-Scarred,222,False
Galil AR | Metallic Squeezer,Factory New,210,False
Galil AR | Metallic Squeezer,Minimal Wear,115,False
Galil AR | Metallic Squeezer,Field-Tested,44,False
Galil AR | Metallic Squeezer,Well-Worn,36,False
Galil AR | Metallic Squeezer,Battle-Scarred,29,False
Galil AR | NV,Factory New,118,False
Galil AR | NV,Minimal Wear,39,False
Galil AR | NV,Field-Tested,39,False
Galil AR | NV,Well-Worn,98,False
Galil AR | NV,Battle-Scarred,200,False
Galil AR | O-Ranger,Factory New,46,False
Galil AR | O-Ranger,Minimal Wear,33,False
Galil AR | O-Ranger,Field-Tested,20,False
Galil AR | O-Ranger,Well-Worn,17,False
Galil AR | O-Ranger,Battle-Scarred,10,False
Galil AR | Orange DDPAT,Factory New,5299,False
Galil AR | Orange DDPAT,Minimal Wear,2999,False
Galil AR | Orange DDPAT,Field-Tested,1850,False
Galil AR | Orange DDPAT,Battle-Scarred,2099,False
Galil AR | Phoenix Blacklight,Factory New,20500,False
Galil AR | Phoenix Blacklight,Minimal Wear,8000,False
Galil AR | Phoenix Blacklight,Field-Tested,6202,False
Galil AR | Phoenix Blacklight,Well-Worn,12900,False
Galil AR | Rainbow Spoon,Factory New,8770,False
Galil AR | Rainbow Spoon,Minimal Wear,5255,False
Galil AR | Rainbow Spoon,Field-Tested,5180,False
Galil AR | Rainbow Spoon,Well-Worn,4700,False
Galil AR | Rainbow Spoon,Battle-Scarred,5240,False
Galil AR | Robin's Egg,Factory New,52,False
Galil AR | Robin's Egg,Minimal Wear,33,False
Galil AR | Robin's Egg,Field-Tested,21,False
Galil AR | Robin's Egg,Well-Worn,15,False
Galil AR | Robin's Egg,Battle-Scarred,12,False
Galil AR | Rocket Pop,Factory New,997,False
Galil AR | Rocket Pop,Minimal Wear,230,False
Galil AR | Rocket Pop,Field-Tested,87,False
Galil AR | Rocket Pop,Well-Worn,49,False
